opportunity_competitor_id,opportunity_id,competitor_id,is_primary_competitor,perceived_strength,price_positioning,capture_notes
800,559,2,true,medium,similar,Competitive overlap in control tower workflows
801,559,3,false,high,similar,
802,559,5,false,high,lower,
803,560,6,true,high,lower,
804,560,3,false,medium,unknown,Competitive overlap in control tower workflows
805,562,3,true,medium,similar,
806,562,5,false,high,unknown,Competitive overlap in control tower workflows
807,563,4,true,high,similar,
808,563,2,false,high,similar,
809,564,3,true,high,lower,
810,564,1,false,medium,lower,
811,565,2,true,low,similar,
812,565,1,false,medium,unknown,Competitive overlap in control tower workflows
813,566,4,true,low,similar,
814,566,2,false,low,similar,Competitive overlap in control tower workflows
815,567,5,true,high,lower,
816,568,1,true,high,lower,
817,569,5,true,high,higher,Competitive overlap in control tower workflows
818,569,6,false,low,lower,
819,570,5,true,medium,similar,
820,570,6,false,low,unknown,
821,570,1,false,high,similar,
822,571,1,true,high,lower,
823,572,6,true,high,similar,
824,573,1,true,high,similar,
825,575,4,true,low,similar,
826,575,1,false,medium,lower,Competitive overlap in control tower workflows
827,576,5,true,medium,lower,
828,576,2,false,high,lower,
829,576,3,false,low,lower,
830,577,1,true,high,similar,
831,577,6,false,high,unknown,
832,578,5,true,high,similar,
833,578,6,false,medium,higher,Competitive overlap in control tower workflows
834,579,1,true,medium,similar,
835,579,3,false,high,similar,
836,579,2,false,low,similar,Competitive overlap in control tower workflows
837,580,3,true,medium,similar,
838,581,4,true,low,similar,
839,581,6,false,low,unknown,
840,583,6,true,high,lower,Competitive overlap in control tower workflows
841,585,5,true,high,lower,Competitive overlap in control tower workflows
842,585,3,false,high,lower,
843,586,4,true,high,higher,Competitive overlap in control tower workflows
844,588,2,true,medium,similar,
845,589,5,true,medium,unknown,
846,591,4,true,high,similar,
847,592,5,true,medium,similar,
848,592,6,false,low,higher,
849,595,2,true,medium,similar,Competitive overlap in control tower workflows
850,595,4,false,medium,lower,
851,596,3,true,medium,lower,
852,597,6,true,medium,lower,Competitive overlap in control tower workflows
853,599,2,true,medium,lower,
854,601,5,true,medium,lower,
855,603,3,true,high,higher,
856,604,4,true,medium,lower,Competitive overlap in control tower workflows
857,605,6,true,high,higher,
858,606,3,true,low,lower,
859,606,2,false,medium,lower,
860,607,4,true,low,lower,
861,607,3,false,low,higher,
862,608,3,true,high,similar,
863,608,1,false,high,lower,Competitive overlap in control tower workflows
864,608,5,false,medium,lower,Competitive overlap in control tower workflows
865,609,3,true,medium,higher,
866,609,1,false,low,similar,
867,611,1,true,high,unknown,
868,612,1,true,medium,similar,Competitive overlap in control tower workflows
869,612,2,false,medium,higher,Competitive overlap in control tower workflows
870,613,6,true,high,similar,
871,613,3,false,high,similar,
872,613,4,false,medium,lower,
873,614,5,true,high,higher,
874,614,4,false,low,lower,
875,614,3,false,medium,similar,
876,615,6,true,high,lower,
877,616,2,true,medium,similar,
878,616,4,false,medium,unknown,
879,617,5,true,medium,similar,
880,618,2,true,high,lower,
881,618,4,false,medium,similar,
882,619,5,true,medium,similar,
883,619,6,false,medium,lower,
884,619,2,false,medium,lower,Competitive overlap in control tower workflows
885,620,5,true,medium,lower,
886,620,2,false,high,lower,
887,620,1,false,high,similar,
888,621,5,true,high,lower,
889,622,1,true,high,similar,
890,623,4,true,high,similar,
891,624,6,true,medium,lower,
892,624,5,false,high,lower,
893,625,1,true,high,similar,Competitive overlap in control tower workflows
894,626,6,true,high,higher,
895,626,1,false,medium,similar,
896,627,1,true,high,lower,
897,632,3,true,medium,similar,
898,632,1,false,low,higher,
899,634,3,true,high,lower,
900,635,5,true,medium,lower,
901,635,2,false,medium,similar,Competitive overlap in control tower workflows
902,636,2,true,low,similar,
903,636,3,false,high,unknown,
904,637,2,true,high,higher,Competitive overlap in control tower workflows
905,638,4,true,high,higher,
906,638,3,false,low,higher,
907,638,2,false,medium,similar,
908,639,4,true,high,lower,Competitive overlap in control tower workflows
909,640,4,true,high,unknown,
910,642,6,true,high,similar,
911,643,2,true,medium,similar,
912,643,5,false,high,similar,
913,644,2,true,medium,similar,
914,644,3,false,high,similar,
915,647,3,true,medium,lower,
916,647,4,false,medium,lower,
917,647,1,false,medium,lower,Competitive overlap in control tower workflows
918,648,6,true,medium,lower,
919,649,4,true,medium,lower,
920,649,1,false,medium,similar,
921,650,3,true,medium,lower,
922,650,5,false,high,similar,Competitive overlap in control tower workflows
923,650,1,false,high,lower,
924,651,3,true,high,lower,Competitive overlap in control tower workflows
925,651,4,false,high,lower,Competitive overlap in control tower workflows
926,651,1,false,medium,similar,
927,652,2,true,low,similar,
928,652,1,false,low,similar,Competitive overlap in control tower workflows
929,653,4,true,high,similar,
930,653,1,false,medium,similar,Competitive overlap in control tower workflows
931,655,1,true,high,similar,
932,656,4,true,medium,similar,
933,657,5,true,medium,similar,
934,657,1,false,high,higher,
935,658,6,true,high,similar,
936,658,5,false,low,unknown,
937,659,2,true,high,unknown,
938,660,1,true,high,similar,
939,660,3,false,high,lower,
940,661,2,true,high,higher,
941,662,6,true,medium,similar,
942,662,5,false,high,higher,
943,663,4,true,high,higher,
944,664,3,true,high,lower,
945,665,4,true,high,lower,
946,666,2,true,high,similar,
947,667,4,true,medium,lower,
948,668,2,true,low,higher,
949,668,1,false,high,higher,
950,671,5,true,high,lower,
951,671,2,false,high,higher,
952,672,1,true,medium,lower,
953,672,5,false,medium,similar,
954,673,3,true,high,similar,
955,673,6,false,medium,higher,
956,674,4,true,high,similar,
957,675,3,true,medium,similar,Competitive overlap in control tower workflows
958,676,6,true,high,similar,
959,677,1,true,high,higher,
960,677,3,false,low,similar,
961,677,2,false,high,lower,
962,678,5,true,high,similar,Competitive overlap in control tower workflows
963,680,5,true,low,similar,
964,681,5,true,medium,similar,
965,681,3,false,medium,lower,
966,681,6,false,medium,lower,Competitive overlap in control tower workflows
967,682,3,true,high,similar,
968,683,3,true,medium,similar,
969,683,1,false,medium,higher,
970,684,1,true,low,similar,
971,685,3,true,medium,similar,Competitive overlap in control tower workflows
972,687,5,true,high,higher,Competitive overlap in control tower workflows
973,688,3,true,medium,similar,
974,689,3,true,medium,lower,
975,689,5,false,low,similar,
976,689,6,false,medium,higher,
977,690,3,true,medium,higher,
978,690,6,false,high,similar,
979,690,5,false,medium,lower,
980,691,1,true,medium,lower,
981,691,5,false,medium,similar,Competitive overlap in control tower workflows
982,692,4,true,medium,similar,
983,692,5,false,low,lower,
984,692,6,false,medium,similar,
985,693,2,true,low,lower,
986,693,5,false,high,similar,
987,693,1,false,low,unknown,
988,694,6,true,high,higher,
989,694,2,false,medium,lower,
990,694,5,false,low,lower,
991,696,4,true,medium,unknown,
992,696,6,false,low,higher,
993,697,4,true,medium,higher,
994,697,3,false,low,higher,
995,698,5,true,high,lower,
996,698,1,false,medium,lower,Competitive overlap in control tower workflows
997,700,1,true,medium,higher,
998,701,6,true,medium,similar,Competitive overlap in control tower workflows
999,701,1,false,high,higher,
1000,701,2,false,high,higher,Competitive overlap in control tower workflows
1001,702,2,true,high,lower,
1002,702,3,false,medium,lower,
1003,703,1,true,low,unknown,
1004,703,5,false,low,lower,
1005,703,2,false,high,lower,Competitive overlap in control tower workflows
1006,704,2,true,medium,similar,
1007,704,1,false,medium,unknown,
1008,704,3,false,medium,lower,
1009,705,2,true,high,similar,
1010,706,1,true,medium,lower,
1011,706,5,false,high,lower,
1012,707,3,true,high,similar,
1013,707,4,false,low,lower,
1014,708,6,true,medium,higher,Competitive overlap in control tower workflows
1015,708,3,false,high,unknown,
1016,709,2,true,high,similar,
1017,710,1,true,medium,similar,
1018,711,5,true,low,lower,
1019,711,4,false,high,unknown,
1020,712,2,true,low,similar,
1021,713,5,true,high,higher,Competitive overlap in control tower workflows
1022,713,3,false,high,similar,
1023,714,4,true,low,higher,
1024,714,2,false,low,lower,Competitive overlap in control tower workflows
1025,715,3,true,high,lower,
1026,716,4,true,medium,similar,
1027,716,1,false,high,higher,Competitive overlap in control tower workflows
1028,717,1,true,medium,similar,
1029,717,3,false,low,similar,
1030,718,6,true,medium,similar,Competitive overlap in control tower workflows
1031,719,4,true,medium,unknown,Competitive overlap in control tower workflows
1032,719,1,false,low,higher,
1033,720,1,true,medium,similar,Competitive overlap in control tower workflows
1034,720,3,false,high,similar,
1035,721,3,true,high,higher,
1036,722,2,true,low,similar,
1037,723,6,true,low,similar,
1038,724,2,true,low,higher,
1039,724,3,false,medium,lower,
1040,725,1,true,high,similar,
1041,725,2,false,high,lower,
1042,726,1,true,medium,similar,
1043,728,5,true,low,higher,
1044,731,1,true,low,similar,
1045,731,2,false,low,similar,
1046,732,1,true,medium,lower,
1047,733,6,true,medium,similar,
1048,733,5,false,high,lower,
1049,734,5,true,high,lower,
1050,734,2,false,medium,lower,
1051,734,3,false,medium,higher,
1052,735,1,true,medium,unknown,
1053,735,3,false,medium,similar,
1054,736,3,true,high,lower,
1055,736,4,false,high,lower,
1056,738,4,true,medium,higher,
1057,738,6,false,low,higher,
1058,739,2,true,high,similar,
1059,740,3,true,low,similar,
1060,740,4,false,high,higher,Competitive overlap in control tower workflows
1061,741,1,true,low,similar,
1062,741,5,false,medium,similar,
1063,741,2,false,medium,similar,
1064,742,4,true,medium,higher,
1065,742,6,false,high,lower,Competitive overlap in control tower workflows
1066,743,2,true,high,similar,Competitive overlap in control tower workflows
1067,743,1,false,medium,similar,
1068,743,3,false,medium,similar,
1069,744,6,true,high,similar,
1070,744,2,false,high,lower,
1071,745,1,true,medium,lower,
1072,746,3,true,medium,unknown,
1073,747,4,true,medium,higher,
1074,748,3,true,high,similar,
1075,748,4,false,medium,similar,
1076,748,5,false,high,similar,
1077,749,5,true,low,lower,
1078,749,2,false,medium,similar,Competitive overlap in control tower workflows
1079,749,4,false,low,lower,
1080,750,5,true,medium,similar,Competitive overlap in control tower workflows
1081,751,4,true,high,similar,
1082,752,6,true,low,similar,
1083,753,1,true,high,similar,
1084,754,4,true,high,unknown,
1085,754,5,false,high,similar,
1086,755,1,true,medium,similar,
1087,755,6,false,medium,similar,
1088,755,5,false,medium,lower,
1089,756,1,true,low,higher,
1090,756,6,false,medium,similar,Competitive overlap in control tower workflows
1091,756,3,false,high,unknown,
1092,757,1,true,high,similar,
1093,758,1,true,medium,lower,Competitive overlap in control tower workflows
1094,759,3,true,medium,similar,
1095,760,1,true,high,lower,
1096,760,2,false,medium,lower,
1097,761,6,true,high,similar,Competitive overlap in control tower workflows
1098,761,3,false,high,similar,
1099,762,4,true,high,similar,Competitive overlap in control tower workflows
1100,762,5,false,medium,lower,
1101,763,3,true,medium,similar,Competitive overlap in control tower workflows
1102,763,1,false,medium,lower,Competitive overlap in control tower workflows
1103,766,4,true,low,lower,
1104,767,6,true,high,lower,
1105,768,6,true,medium,lower,Competitive overlap in control tower workflows
1106,768,2,false,medium,similar,
1107,769,5,true,low,similar,
1108,769,2,false,high,similar,Competitive overlap in control tower workflows
1109,770,1,true,medium,higher,
1110,771,1,true,medium,similar,
1111,771,3,false,medium,lower,
1112,772,2,true,high,similar,
1113,774,2,true,medium,higher,
1114,774,5,false,high,lower,
1115,775,1,true,high,lower,
1116,775,4,false,medium,similar,
1117,776,5,true,medium,higher,
1118,777,1,true,medium,lower,
1119,777,5,false,medium,similar,
1120,778,1,true,high,similar,Competitive overlap in control tower workflows
1121,778,6,false,medium,higher,
1122,778,3,false,medium,similar,
1123,779,4,true,medium,higher,
1124,779,1,false,high,similar,
1125,780,5,true,high,lower,
1126,780,1,false,medium,unknown,Competitive overlap in control tower workflows
1127,781,5,true,medium,lower,
1128,782,1,true,medium,higher,
1129,783,2,true,low,lower,
1130,784,3,true,high,similar,
1131,784,6,false,medium,higher,
1132,785,3,true,medium,higher,Competitive overlap in control tower workflows
1133,785,2,false,medium,similar,
1134,786,3,true,high,similar,Competitive overlap in control tower workflows
1135,786,4,false,high,similar,
1136,787,1,true,medium,lower,
1137,788,1,true,medium,lower,
1138,789,1,true,high,similar,Competitive overlap in control tower workflows
1139,789,3,false,high,similar,
1140,790,2,true,high,lower,
1141,790,4,false,low,similar,
1142,792,6,true,high,lower,
1143,793,2,true,medium,similar,
1144,794,3,true,low,similar,
1145,795,2,true,high,similar,
1146,795,4,false,low,lower,
1147,796,3,true,low,lower,
1148,796,1,false,medium,similar,
1149,797,4,true,medium,similar,
1150,799,6,true,high,lower,
1151,799,5,false,low,similar,Competitive overlap in control tower workflows
1152,800,2,true,medium,higher,
1153,801,2,true,high,similar,
1154,801,3,false,high,higher,
1155,802,1,true,high,similar,
1156,802,5,false,medium,similar,
1157,802,6,false,low,similar,
1158,805,1,true,medium,unknown,Competitive overlap in control tower workflows
1159,805,4,false,medium,similar,
1160,805,5,false,medium,similar,
1161,806,2,true,medium,lower,Competitive overlap in control tower workflows
1162,806,1,false,medium,similar,
1163,806,3,false,high,lower,Competitive overlap in control tower workflows
1164,807,6,true,high,lower,Competitive overlap in control tower workflows
1165,807,1,false,high,similar,
1166,808,6,true,high,lower,
1167,812,6,true,medium,lower,
1168,813,2,true,medium,unknown,
1169,813,6,false,low,unknown,
1170,814,6,true,high,higher,
1171,814,4,false,low,lower,
1172,815,1,true,high,similar,Competitive overlap in control tower workflows
1173,815,2,false,medium,similar,
1174,817,4,true,low,similar,
1175,817,3,false,high,lower,Competitive overlap in control tower workflows
1176,818,1,true,low,similar,
1177,818,6,false,medium,lower,
1178,819,3,true,high,lower,Competitive overlap in control tower workflows
1179,820,3,true,high,higher,
1180,821,5,true,low,higher,
1181,821,1,false,low,higher,Competitive overlap in control tower workflows
1182,822,1,true,medium,lower,
1183,823,1,true,high,lower,
1184,824,3,true,medium,lower,
1185,824,2,false,medium,similar,
1186,825,2,true,medium,lower,
1187,825,3,false,high,higher,
1188,826,3,true,low,higher,
1189,826,4,false,medium,unknown,
1190,826,6,false,low,higher,
1191,827,1,true,medium,similar,
1192,827,6,false,high,similar,Competitive overlap in control tower workflows
1193,827,4,false,medium,lower,Competitive overlap in control tower workflows
1194,828,2,true,medium,lower,
1195,828,4,false,high,similar,
1196,828,3,false,low,similar,
1197,829,3,true,medium,similar,Competitive overlap in control tower workflows
1198,829,1,false,high,similar,
1199,831,1,true,high,lower,
1200,832,3,true,medium,similar,Competitive overlap in control tower workflows
1201,834,1,true,low,unknown,Competitive overlap in control tower workflows
1202,835,2,true,high,similar,Competitive overlap in control tower workflows
1203,835,3,false,medium,similar,
1204,835,5,false,medium,similar,
1205,836,5,true,high,higher,
1206,836,4,false,high,higher,Competitive overlap in control tower workflows
1207,836,2,false,low,similar,
1208,837,1,true,high,similar,Competitive overlap in control tower workflows
1209,838,1,true,medium,similar,
1210,839,1,true,high,lower,Competitive overlap in control tower workflows
1211,839,2,false,low,higher,
1212,840,5,true,high,higher,Competitive overlap in control tower workflows
1213,844,6,true,medium,lower,
1214,844,3,false,high,lower,
1215,845,3,true,medium,higher,
1216,845,6,false,medium,similar,
1217,846,1,true,medium,higher,Competitive overlap in control tower workflows
1218,846,5,false,high,higher,
1219,847,2,true,low,unknown,
1220,847,5,false,medium,lower,
1221,847,6,false,medium,unknown,
1222,848,5,true,medium,similar,
1223,848,6,false,high,lower,
1224,848,3,false,high,lower,
1225,849,2,true,low,similar,
1226,849,1,false,high,higher,
1227,850,2,true,medium,similar,
1228,850,3,false,high,similar,
1229,850,1,false,medium,higher,Competitive overlap in control tower workflows
1230,851,3,true,high,lower,
1231,851,5,false,medium,similar,
1232,852,3,true,high,lower,Competitive overlap in control tower workflows
1233,853,6,true,medium,similar,
1234,853,4,false,high,similar,
1235,854,4,true,medium,lower,
1236,854,2,false,high,similar,
1237,855,2,true,high,higher,
1238,855,6,false,medium,similar,
1239,855,5,false,high,lower,
1240,856,3,true,medium,higher,Competitive overlap in control tower workflows
1241,857,1,true,medium,unknown,
1242,858,1,true,high,lower,
1243,858,6,false,high,higher,
1244,859,3,true,medium,similar,
1245,859,1,false,high,similar,
1246,860,5,true,medium,similar,
1247,861,4,true,high,similar,
1248,861,2,false,low,higher,
1249,862,3,true,medium,similar,Competitive overlap in control tower workflows
1250,862,6,false,medium,higher,
1251,862,2,false,medium,higher,
1252,863,2,true,medium,lower,
1253,863,1,false,high,lower,
1254,863,3,false,medium,lower,Competitive overlap in control tower workflows
1255,864,5,true,medium,higher,
1256,865,1,true,medium,similar,
1257,866,5,true,high,lower,
1258,866,2,false,high,lower,
1259,867,3,true,low,higher,
1260,868,3,true,high,higher,
1261,868,1,false,high,similar,
1262,868,5,false,high,lower,Competitive overlap in control tower workflows
1263,869,1,true,high,higher,
1264,869,4,false,medium,higher,Competitive overlap in control tower workflows
1265,870,2,true,high,lower,
1266,870,3,false,low,similar,
1267,871,2,true,high,lower,
1268,871,5,false,medium,lower,
1269,872,4,true,high,lower,
1270,872,3,false,high,unknown,
1271,874,5,true,low,lower,
1272,875,1,true,medium,higher,Competitive overlap in control tower workflows
1273,876,2,true,medium,similar,Competitive overlap in control tower workflows
1274,877,5,true,medium,lower,Competitive overlap in control tower workflows
1275,877,2,false,high,similar,
1276,878,1,true,medium,similar,
1277,878,2,false,medium,higher,
1278,879,1,true,medium,higher,
1279,879,6,false,low,lower,
1280,881,4,true,medium,similar,
1281,882,4,true,high,similar,Competitive overlap in control tower workflows
1282,883,5,true,medium,similar,
1283,884,5,true,high,unknown,
1284,885,4,true,high,unknown,Competitive overlap in control tower workflows
1285,885,3,false,high,similar,
1286,886,2,true,low,higher,
1287,886,4,false,high,lower,
1288,887,3,true,medium,similar,
1289,887,6,false,low,lower,Competitive overlap in control tower workflows
1290,888,1,true,high,similar,
1291,889,3,true,medium,higher,
1292,890,4,true,medium,similar,
1293,890,5,false,low,similar,
1294,892,6,true,high,unknown,
1295,892,3,false,high,higher,
1296,892,2,false,medium,lower,
1297,893,3,true,medium,lower,
1298,896,4,true,high,higher,Competitive overlap in control tower workflows
1299,896,6,false,high,similar,
1300,897,4,true,medium,similar,
1301,898,2,true,high,higher,
1302,898,4,false,low,similar,
1303,898,5,false,low,higher,Competitive overlap in control tower workflows
1304,899,4,true,medium,higher,
1305,899,2,false,high,similar,
1306,900,3,true,low,similar,
1307,901,3,true,high,lower,
1308,903,3,true,medium,higher,
1309,903,2,false,medium,similar,
1310,904,1,true,low,higher,
1311,905,1,true,high,lower,
1312,905,5,false,high,lower,
1313,906,6,true,high,unknown,
1314,907,2,true,low,similar,
1315,907,5,false,medium,unknown,
1316,908,4,true,high,lower,
1317,909,1,true,low,lower,
1318,910,2,true,medium,lower,
1319,911,2,true,high,higher,Competitive overlap in control tower workflows
1320,912,6,true,medium,similar,
1321,913,3,true,high,unknown,
1322,913,2,false,high,similar,
1323,914,6,true,medium,higher,
1324,915,4,true,medium,higher,
1325,915,6,false,high,similar,Competitive overlap in control tower workflows
1326,916,6,true,medium,similar,
1327,917,5,true,medium,lower,
1328,917,6,false,medium,unknown,
1329,918,1,true,medium,lower,Competitive overlap in control tower workflows
1330,919,1,true,high,lower,Competitive overlap in control tower workflows
1331,919,3,false,high,lower,
1332,920,6,true,high,similar,
1333,921,2,true,medium,similar,Competitive overlap in control tower workflows
1334,922,1,true,medium,similar,
1335,922,3,false,medium,unknown,
1336,925,5,true,medium,higher,
1337,926,6,true,high,lower,
1338,927,2,true,high,unknown,
1339,928,2,true,low,unknown,
1340,928,3,false,low,similar,
1341,928,5,false,high,lower,
1342,929,4,true,high,lower,
1343,930,5,true,high,lower,
1344,930,4,false,high,similar,
1345,931,2,true,low,lower,
1346,934,3,true,high,higher,
1347,935,1,true,high,unknown,
1348,935,2,false,low,similar,
1349,936,2,true,medium,similar,
1350,936,3,false,high,similar,
1351,937,5,true,high,lower,
1352,937,2,false,medium,unknown,
1353,938,1,true,medium,similar,
1354,939,5,true,high,unknown,Competitive overlap in control tower workflows
1355,939,2,false,high,lower,Competitive overlap in control tower workflows
1356,940,6,true,medium,lower,
1357,940,3,false,low,lower,Competitive overlap in control tower workflows
1358,940,2,false,high,higher,
1359,941,1,true,medium,lower,
1360,941,3,false,medium,lower,
1361,942,2,true,high,lower,
1362,942,3,false,high,lower,
1363,942,1,false,low,similar,
1364,943,4,true,medium,similar,
1365,945,3,true,medium,similar,
1366,946,2,true,low,similar,Competitive overlap in control tower workflows
1367,946,3,false,low,similar,
1368,947,3,true,low,lower,
1369,948,1,true,high,higher,Competitive overlap in control tower workflows
1370,949,1,true,high,higher,
1371,949,6,false,medium,lower,
1372,949,5,false,high,similar,
1373,950,2,true,high,lower,
1374,951,3,true,low,similar,
1375,951,1,false,medium,lower,
1376,952,6,true,high,lower,
1377,953,6,true,medium,similar,Competitive overlap in control tower workflows
1378,953,4,false,medium,similar,Competitive overlap in control tower workflows
1379,954,1,true,medium,similar,
1380,954,3,false,low,similar,
1381,955,6,true,medium,unknown,
1382,955,3,false,high,similar,
1383,956,2,true,high,higher,
1384,957,6,true,high,similar,
1385,958,4,true,low,higher,Competitive overlap in control tower workflows
1386,959,4,true,medium,higher,
1387,960,4,true,low,similar,
1388,961,2,true,medium,similar,Competitive overlap in control tower workflows
1389,961,1,false,high,similar,
1390,963,2,true,medium,similar,
1391,964,4,true,medium,similar,
1392,964,5,false,high,similar,
1393,964,6,false,low,lower,
1394,965,2,true,medium,unknown,Competitive overlap in control tower workflows
1395,965,3,false,medium,lower,
1396,965,1,false,medium,higher,
1397,966,3,true,medium,similar,
1398,967,3,true,medium,similar,
1399,968,3,true,high,similar,
1400,968,1,false,high,similar,
1401,969,5,true,high,similar,
1402,969,1,false,high,lower,
1403,969,2,false,low,similar,Competitive overlap in control tower workflows
1404,971,6,true,medium,lower,Competitive overlap in control tower workflows
1405,971,1,false,high,unknown,
1406,972,5,true,low,lower,
1407,973,1,true,medium,similar,
1408,974,6,true,medium,similar,
1409,974,3,false,low,lower,
1410,975,5,true,high,similar,
1411,976,2,true,high,similar,
1412,976,6,false,high,lower,
1413,977,3,true,high,lower,
1414,978,1,true,medium,higher,
1415,979,5,true,high,higher,
1416,979,1,false,high,higher,
1417,979,4,false,medium,similar,
1418,981,5,true,high,lower,
1419,982,1,true,low,similar,
1420,983,3,true,high,unknown,
1421,983,1,false,high,lower,
1422,983,4,false,high,similar,
1423,984,4,true,medium,similar,
1424,984,2,false,low,unknown,Competitive overlap in control tower workflows
1425,985,5,true,medium,unknown,
1426,985,1,false,high,lower,
1427,986,2,true,medium,higher,Competitive overlap in control tower workflows
1428,987,1,true,high,similar,
1429,988,3,true,high,lower,
1430,988,2,false,high,lower,
1431,988,5,false,medium,similar,
1432,989,5,true,low,higher,
1433,989,1,false,medium,unknown,
1434,990,1,true,medium,higher,
1435,990,4,false,low,lower,
1436,991,3,true,medium,unknown,Competitive overlap in control tower workflows
1437,991,5,false,low,unknown,Competitive overlap in control tower workflows
1438,992,5,true,high,similar,
1439,993,5,true,medium,similar,
1440,993,6,false,high,similar,
1441,993,2,false,low,similar,
1442,994,4,true,high,lower,
1443,994,3,false,medium,unknown,
1444,995,1,true,medium,lower,Competitive overlap in control tower workflows
1445,995,5,false,high,unknown,Competitive overlap in control tower workflows
1446,998,5,true,medium,lower,
1447,998,3,false,medium,higher,Competitive overlap in control tower workflows
1448,999,1,true,high,unknown,
1449,1000,3,true,medium,lower,Competitive overlap in control tower workflows
1450,1000,5,false,low,similar,
1451,1000,4,false,high,lower,Competitive overlap in control tower workflows
1452,1001,6,true,high,similar,
1453,1001,1,false,high,lower,
1454,1001,2,false,medium,similar,
1455,1002,6,true,high,similar,
1456,1002,4,false,high,higher,
1457,1003,1,true,high,lower,Competitive overlap in control tower workflows
1458,1004,3,true,high,lower,Competitive overlap in control tower workflows
1459,1004,2,false,medium,higher,
1460,1005,1,true,low,similar,
1461,1005,2,false,high,similar,
1462,1007,3,true,medium,lower,
1463,1008,5,true,medium,similar,
1464,1008,4,false,high,similar,
1465,1010,3,true,low,lower,
1466,1011,2,true,high,higher,
1467,1011,6,false,high,similar,Competitive overlap in control tower workflows
1468,1011,4,false,high,similar,Competitive overlap in control tower workflows
1469,1012,2,true,medium,higher,
1470,1012,6,false,medium,lower,Competitive overlap in control tower workflows
1471,1012,3,false,high,similar,
1472,1013,4,true,high,similar,
1473,1015,3,true,low,similar,
1474,1015,5,false,medium,higher,
1475,1016,4,true,medium,higher,
1476,1017,3,true,medium,lower,
1477,1017,6,false,medium,lower,Competitive overlap in control tower workflows
1478,1018,3,true,medium,similar,Competitive overlap in control tower workflows
1479,1019,4,true,low,similar,
1480,1019,1,false,medium,higher,
1481,1020,5,true,high,higher,
1482,1021,5,true,low,lower,
1483,1022,3,true,high,similar,
1484,1023,4,true,medium,similar,
1485,1023,1,false,low,similar,
1486,1024,6,true,medium,similar,Competitive overlap in control tower workflows
1487,1024,4,false,high,lower,
1488,1025,4,true,high,similar,
1489,1026,1,true,high,similar,Competitive overlap in control tower workflows
1490,1026,6,false,high,similar,
1491,1027,3,true,high,similar,Competitive overlap in control tower workflows
1492,1027,6,false,high,lower,
1493,1028,1,true,medium,lower,Competitive overlap in control tower workflows
1494,1029,1,true,low,higher,
1495,1030,4,true,low,similar,Competitive overlap in control tower workflows
1496,1030,6,false,medium,similar,Competitive overlap in control tower workflows
1497,1031,3,true,medium,similar,
1498,1032,2,true,medium,similar,Competitive overlap in control tower workflows
1499,1033,3,true,high,higher,
1500,1036,1,true,high,similar,
1501,1036,4,false,medium,similar,
1502,1037,6,true,high,similar,
1503,1038,3,true,high,lower,
1504,1038,6,false,medium,higher,
1505,1038,5,false,medium,similar,
1506,1039,6,true,medium,similar,
1507,1040,4,true,medium,lower,
1508,1040,3,false,low,unknown,Competitive overlap in control tower workflows
1509,1040,1,false,high,higher,Competitive overlap in control tower workflows
1510,1041,5,true,medium,lower,
1511,1041,4,false,medium,unknown,
1512,1041,1,false,high,similar,Competitive overlap in control tower workflows
1513,1042,6,true,high,higher,Competitive overlap in control tower workflows
1514,1043,3,true,high,lower,Competitive overlap in control tower workflows
1515,1043,4,false,high,similar,
1516,1043,6,false,high,similar,
1517,1044,1,true,medium,similar,
1518,1044,4,false,medium,higher,
1519,1045,2,true,medium,higher,
1520,1045,5,false,medium,higher,Competitive overlap in control tower workflows
1521,1046,4,true,low,lower,
1522,1046,2,false,medium,lower,
1523,1047,4,true,medium,unknown,Competitive overlap in control tower workflows
1524,1047,1,false,medium,lower,
1525,1048,6,true,low,unknown,
1526,1049,1,true,high,lower,
1527,1050,3,true,low,unknown,
1528,1051,3,true,medium,similar,Competitive overlap in control tower workflows
1529,1052,5,true,high,unknown,
1530,1052,1,false,medium,higher,
1531,1053,4,true,medium,unknown,
1532,1053,1,false,low,lower,
1533,1054,5,true,high,higher,
1534,1055,2,true,medium,lower,
1535,1055,6,false,medium,similar,Competitive overlap in control tower workflows
1536,1056,6,true,high,similar,Competitive overlap in control tower workflows
1537,1056,5,false,high,unknown,
1538,1057,6,true,high,lower,
1539,1058,3,true,low,lower,Competitive overlap in control tower workflows
1540,1059,2,true,high,higher,
1541,1060,1,true,low,similar,
1542,1060,6,false,high,similar,
1543,1061,6,true,high,lower,
1544,1061,3,false,medium,higher,
1545,1062,2,true,high,lower,
1546,1062,1,false,medium,similar,
1547,1062,5,false,low,similar,
1548,1063,6,true,medium,lower,
1549,1063,5,false,medium,similar,
1550,1063,2,false,medium,higher,Competitive overlap in control tower workflows
1551,1064,1,true,medium,lower,
1552,1064,3,false,medium,similar,Competitive overlap in control tower workflows
1553,1065,4,true,low,lower,Competitive overlap in control tower workflows
1554,1066,2,true,low,higher,
1555,1067,1,true,high,similar,
1556,1068,1,true,low,higher,Competitive overlap in control tower workflows
1557,1069,3,true,medium,unknown,
1558,1070,3,true,medium,lower,
1559,1070,6,false,high,lower,
1560,1070,4,false,high,similar,
1561,1071,3,true,high,similar,
1562,1071,6,false,medium,similar,
1563,1072,3,true,high,lower,
1564,1073,2,true,high,similar,
