line_item_id,opportunity_id,product_id,line_number,line_role,quantity,unit_price,annualized_amount,implementation_fee,transaction_fee_per_unit,committed_transaction_volume,discount_pct,included_in_bundle
3841,744,7,5,support,1,2120.65,2120.65,0.0,,,15.88,false
3842,745,1,1,base,19,724.67,13768.82,0.0,,,10.36,false
3843,745,2,2,add_on,19,275.16,5228.13,0.0,,,9.46,false
3844,745,4,3,add_on,131319,0.00971,1275.11,0.0,0.00971,131319,8.23,false
3845,745,6,4,services,1,363.45,10870.81,0.0,,,7.08,false
3846,745,8,5,services,1,2234.44,0.0,2234.44,,,6.17,false
3847,745,7,6,support,1,4204.9,4204.9,0.0,,,6.67,false
3848,746,1,1,base,5474,62.68,343112.87,0.0,,,14.93,false
3849,746,5,2,add_on,5474,17.67,96723.5,0.0,,,16.87,false
3850,746,6,3,services,1,8371.99,11971.1,0.0,,,15.48,false
3851,746,8,4,services,1,50682.97,0.0,50682.97,,,13.69,false
3852,746,7,5,support,1,80544.46,80544.46,0.0,,,14.19,false
3853,747,1,1,base,3169,58.52,185447.95,0.0,,,16.22,false
3854,747,4,2,add_on,1595899,0.01012,16150.5,0.0,0.01012,1595899,13.58,false
3855,747,6,3,services,1,6041.65,12525.12,0.0,,,17.49,false
3856,747,10,4,add_on,3169,14.15,44825.53,0.0,,,14.23,false
3857,747,8,5,services,1,36570.12,0.0,36570.12,,,13.76,false
3858,747,7,6,support,1,50346.47,50346.47,0.0,,,14.26,false
3859,748,1,1,base,2978,64.84,193097.53,0.0,,,15.44,false
3860,748,3,2,add_on,2978,15.84,47177.31,0.0,,,17.43,false
3861,748,5,3,add_on,2978,19.93,59346.11,0.0,,,15.68,false
3862,748,8,4,services,1,24401.5,0.0,24401.5,,,14.68,false
3863,748,7,5,support,1,44782.06,44782.06,0.0,,,15.18,false
3864,749,1,1,base,1715,57.02,97796.81,0.0,,,23.22,false
3865,749,3,2,add_on,1715,17.38,29799.55,0.0,,,25.3,false
3866,749,4,3,add_on,5229338,0.00772,40370.49,0.0,0.00772,5229338,24.69,false
3867,749,5,4,add_on,1715,18.34,31457.14,0.0,,,24.94,false
3868,749,10,5,add_on,1715,13.24,22713.93,0.0,,,21.3,false
3869,749,8,6,services,1,20239.42,0.0,20239.42,,,21.26,false
3870,749,7,7,support,1,33850.13,33850.13,0.0,,,21.76,false
3871,750,1,1,base,2563,55.98,143472.85,0.0,,,25.72,false
3872,750,4,2,add_on,7440525,0.00972,72321.9,0.0,0.00972,7440525,24.37,false
3873,750,5,3,add_on,2563,20.26,51934.75,0.0,,,26.93,false
3874,750,6,4,services,1,15871.45,11241.75,0.0,,,25.71,false
3875,750,10,5,add_on,2563,10.16,26049.95,0.0,,,27.95,false
3876,750,8,6,services,1,94054.24,0.0,94054.24,,,23.92,false
3877,750,7,7,support,1,45463.65,45463.65,0.0,,,24.42,false
3878,751,1,1,base,2480,53.09,131673.04,0.0,,,20.81,false
3879,751,3,2,add_on,2480,14.37,35641.9,0.0,,,19.58,false
3880,751,8,3,services,1,39456.62,0.0,39456.62,,,18.84,false
3881,751,7,4,support,1,30607.84,30607.84,0.0,,,19.34,false
3882,752,9,1,base,3558,88.07,313367.67,0.0,,,23.69,false
3883,752,4,2,add_on,4849635,0.00811,39330.54,0.0,0.00811,4849635,22.35,true
3884,752,5,3,add_on,3558,19.66,69965.49,0.0,,,22.09,true
3885,752,8,4,services,1,177576.06,0.0,177576.06,,,20.29,false
3886,752,7,5,support,1,90081.45,90081.45,0.0,,,20.79,false
3887,753,1,1,base,22,521.69,11477.19,0.0,,,11.03,false
3888,753,2,2,add_on,22,199.91,4398.02,0.0,,,10.02,false
3889,753,4,3,add_on,208823,0.00952,1987.99,0.0,0.00952,208823,12.31,false
3890,753,5,4,add_on,22,234.84,5166.5,0.0,,,8.77,false
3891,753,8,5,services,1,6380.11,0.0,6380.11,,,8.3,false
3892,753,7,6,support,1,2064.41,2064.41,0.0,,,8.8,false
3893,754,1,1,base,4121,64.36,265218.28,0.0,,,18.89,false
3894,754,2,2,add_on,4121,22.61,93181.25,0.0,,,20.57,false
3895,754,3,3,add_on,4121,14.25,58735.48,0.0,,,17.76,false
3896,754,4,4,add_on,4677247,0.00829,38774.38,0.0,0.00829,4677247,18.7,false
3897,754,8,5,services,1,160698.83,0.0,160698.83,,,16.94,false
3898,754,7,6,support,1,58221.1,58221.1,0.0,,,17.44,false
3899,755,1,1,base,1533,58.46,89618.3,0.0,,,20.72,false
3900,755,2,2,add_on,1533,20.12,30836.71,0.0,,,20.05,false
3901,755,3,3,add_on,1533,18.42,28234.07,0.0,,,21.34,false
3902,755,4,4,add_on,8044579,0.00969,77951.97,0.0,0.00969,8044579,22.06,false
3903,755,10,5,add_on,1533,11.88,18212.09,0.0,,,20.68,false
3904,755,8,6,services,1,78664.28,0.0,78664.28,,,19.86,false
3905,755,7,7,support,1,35849.72,35849.72,0.0,,,20.36,false
3906,756,1,1,base,4320,52.73,227792.72,0.0,,,26.32,false
3907,756,2,2,add_on,4320,20.18,87178.3,0.0,,,26.03,false
3908,756,4,3,add_on,4085832,0.00823,33626.4,0.0,0.00823,4085832,24.47,false
3909,756,5,4,add_on,4320,17.0,73428.01,0.0,,,25.03,false
3910,756,6,5,services,1,9413.82,12078.49,0.0,,,25.59,false
3911,756,8,6,services,1,55953.4,0.0,55953.4,,,22.5,false
3912,756,7,7,support,1,62897.29,62897.29,0.0,,,23.0,false
3913,757,1,1,base,2042,75.13,153406.26,0.0,,,12.46,false
3914,757,3,2,add_on,2042,21.03,42937.98,0.0,,,10.86,false
3915,757,6,3,services,1,2654.34,12598.5,0.0,,,12.3,false
3916,757,8,4,services,1,16177.89,0.0,16177.89,,,10.41,false
3917,757,7,5,support,1,36616.22,36616.22,0.0,,,10.91,false
3918,758,9,1,base,4459,100.34,447408.72,0.0,,,21.76,false
3919,758,3,2,add_on,4459,18.02,80369.6,0.0,,,18.81,true
3920,758,4,3,add_on,2232371,0.00818,18260.79,0.0,0.00818,2232371,20.13,true
3921,758,5,4,add_on,4459,17.08,76174.19,0.0,,,20.0,true
3922,758,8,5,services,1,231531.74,0.0,231531.74,,,18.28,false
3923,758,7,6,support,1,91746.1,91746.1,0.0,,,18.78,false
3924,759,1,1,base,1,13646.0,13646.0,0.0,,,17.74,false
3925,759,2,2,add_on,1,4396.65,4396.65,0.0,,,21.51,false
3926,759,5,3,add_on,1,4731.74,4731.74,0.0,,,20.82,false
3927,759,8,4,services,1,81813.11,0.0,81813.11,,,17.81,false
3928,759,7,5,support,1,47966.37,47966.37,0.0,,,18.31,false
3929,760,1,1,base,1,10853.2,10853.2,0.0,,,9.21,false
3930,760,2,2,add_on,1,4544.15,4544.15,0.0,,,9.18,false
3931,760,4,3,add_on,84514,0.01018,860.35,0.0,0.01018,84514,10.52,false
3932,760,8,4,services,1,5791.63,0.0,5791.63,,,9.28,false
3933,760,7,5,support,1,1568.38,1568.38,0.0,,,9.78,false
3934,761,1,1,base,1,10458.42,10458.42,0.0,,,12.03,false
3935,761,4,2,add_on,287088,0.01069,3068.97,0.0,0.01069,287088,15.59,false
3936,761,8,3,services,1,5528.32,0.0,5528.32,,,12.07,false
3937,761,7,4,support,1,1344.37,1344.37,0.0,,,12.57,false
3938,762,1,1,base,424,90.08,38195.05,0.0,,,18.53,false
3939,762,2,2,add_on,424,28.83,12222.34,0.0,,,19.13,false
3940,762,4,3,add_on,951356,0.01026,9760.91,0.0,0.01026,951356,16.93,false
3941,762,6,4,services,1,3208.65,12881.47,0.0,,,19.16,false
3942,762,8,5,services,1,19340.97,0.0,19340.97,,,15.78,false
3943,762,7,6,support,1,13178.76,13178.76,0.0,,,16.28,false
3944,763,1,1,base,729,65.61,47830.21,0.0,,,18.73,false
3945,763,2,2,add_on,729,24.5,17863.47,0.0,,,17.58,false
3946,763,3,3,add_on,729,21.01,15314.29,0.0,,,15.93,false
3947,763,5,4,add_on,729,23.87,17398.35,0.0,,,18.88,false
3948,763,6,5,services,1,6075.32,11922.01,0.0,,,17.95,false
3949,763,8,6,services,1,36669.14,0.0,36669.14,,,15.14,false
3950,763,7,7,support,1,9590.65,9590.65,0.0,,,15.64,false
3951,764,1,1,base,829,81.37,67451.63,0.0,,,6.73,false
3952,764,3,2,add_on,829,20.35,16869.89,0.0,,,6.95,false
3953,764,6,3,services,1,1676.78,10915.26,0.0,,,4.56,false
3954,764,8,4,services,1,10359.56,0.0,10359.56,,,3.74,false
3955,764,7,5,support,1,18042.11,18042.11,0.0,,,4.24,false
3956,765,1,1,base,19,677.76,12877.48,0.0,,,5.33,false
3957,765,2,2,add_on,19,292.1,5549.9,0.0,,,5.43,false
3958,765,4,3,add_on,44474,0.01235,549.25,0.0,0.01235,44474,5.55,false
3959,765,8,4,services,1,1843.26,0.0,1843.26,,,2.61,false
3960,765,7,5,support,1,1557.19,1557.19,0.0,,,3.11,false
3961,766,1,1,base,127,126.89,16115.06,0.0,,,13.16,false
3962,766,2,2,add_on,127,57.01,7240.35,0.0,,,11.27,false
3963,766,4,3,add_on,299060,0.01002,2996.58,0.0,0.01002,299060,12.32,false
3964,766,10,4,add_on,127,32.83,4169.78,0.0,,,9.89,false
3965,766,8,5,services,1,4807.3,0.0,4807.3,,,9.99,false
3966,766,7,6,support,1,2626.85,2626.85,0.0,,,10.49,false
3967,767,1,1,base,271,83.03,22499.86,0.0,,,22.41,false
3968,767,4,2,add_on,1375371,0.00941,12942.24,0.0,0.00941,1375371,19.33,false
3969,767,5,3,add_on,271,32.47,8800.21,0.0,,,20.28,false
3970,767,8,4,services,1,24272.53,0.0,24272.53,,,19.51,false
3971,767,7,5,support,1,6395.78,6395.78,0.0,,,20.01,false
3972,768,1,1,base,353,105.41,37208.82,0.0,,,9.33,false
3973,768,3,2,add_on,353,29.04,10251.1,0.0,,,8.89,false
3974,768,4,3,add_on,736577,0.00937,6901.73,0.0,0.00937,736577,6.25,false
3975,768,8,4,services,1,24972.28,0.0,24972.28,,,6.11,false
3976,768,7,5,support,1,4410.14,4410.14,0.0,,,6.61,false
3977,769,1,1,base,507,67.67,34310.64,0.0,,,18.42,false
3978,769,3,2,add_on,507,19.02,9644.71,0.0,,,17.66,false
3979,769,4,3,add_on,812229,0.00846,6871.46,0.0,0.00846,812229,19.32,false
3980,769,6,4,services,1,10173.1,12716.8,0.0,,,19.61,false
3981,769,8,5,services,1,61093.3,0.0,61093.3,,,17.57,false
3982,769,7,6,support,1,9995.55,9995.55,0.0,,,18.07,false
3983,770,1,1,base,1,12189.87,12189.87,0.0,,,10.51,false
3984,770,3,2,add_on,1,3107.56,3107.56,0.0,,,8.27,false
3985,770,8,3,services,1,4158.14,0.0,4158.14,,,7.56,false
3986,770,7,4,support,1,1845.24,1845.24,0.0,,,8.06,false
3987,771,1,1,base,1,12003.94,12003.94,0.0,,,11.46,false
3988,771,4,2,add_on,369563,0.01156,4272.15,0.0,0.01156,369563,10.11,false
3989,771,8,3,services,1,4285.74,0.0,4285.74,,,8.41,false
3990,771,7,4,support,1,1998.83,1998.83,0.0,,,8.91,false
3991,772,1,1,base,44,345.66,15209.06,0.0,,,7.23,false
3992,772,4,2,add_on,354885,0.01058,3754.68,0.0,0.01058,354885,8.8,false
3993,772,10,3,add_on,44,66.48,2925.08,0.0,,,8.33,false
3994,772,8,4,services,1,1913.57,0.0,1913.57,,,5.08,false
3995,772,7,5,support,1,1739.98,1739.98,0.0,,,5.58,false
3996,773,1,1,base,152,130.37,19816.92,0.0,,,9.3,false
3997,773,4,2,add_on,172564,0.01113,1920.64,0.0,0.01113,172564,8.78,false
3998,773,8,3,services,1,19641.7,0.0,19641.7,,,5.76,false
3999,773,7,4,support,1,1862.11,1862.11,0.0,,,6.26,false
4000,774,1,1,base,1,10293.59,10293.59,0.0,,,16.76,false
4001,774,4,2,add_on,1069242,0.01057,11301.89,0.0,0.01057,1069242,14.68,false
4002,774,6,3,services,1,4049.95,11939.39,0.0,,,15.57,false
4003,774,8,4,services,1,24572.57,0.0,24572.57,,,12.61,false
4004,774,7,5,support,1,4152.21,4152.21,0.0,,,13.11,false
4005,775,1,1,base,274,100.56,27552.21,0.0,,,9.34,false
4006,775,3,2,add_on,274,29.45,8069.6,0.0,,,13.04,false
4007,775,4,3,add_on,311502,0.00966,3009.11,0.0,0.00966,311502,9.77,false
4008,775,5,4,add_on,274,38.36,10511.07,0.0,,,10.2,false
4009,775,8,5,services,1,24607.09,0.0,24607.09,,,9.2,false
4010,775,7,6,support,1,4205.04,4205.04,0.0,,,9.7,false
4011,776,1,1,base,3526,55.8,196755.24,0.0,,,15.89,false
4012,776,2,2,add_on,3526,23.12,81534.32,0.0,,,12.5,false
4013,776,3,3,add_on,3526,17.41,61390.08,0.0,,,15.85,false
4014,776,5,4,add_on,3526,20.39,71882.92,0.0,,,14.26,false
4015,776,6,5,services,1,5138.47,13243.97,0.0,,,16.13,false
4016,776,8,6,services,1,31202.71,0.0,31202.71,,,12.21,false
4017,776,7,7,support,1,61328.29,61328.29,0.0,,,12.71,false
4018,777,1,1,base,4321,59.59,257476.59,0.0,,,20.53,false
4019,777,5,2,add_on,4321,19.32,83479.17,0.0,,,20.99,false
4020,777,8,3,services,1,25235.01,0.0,25235.01,,,19.34,false
4021,777,7,4,support,1,62868.36,62868.36,0.0,,,19.84,false
4022,778,1,1,base,5777,51.26,296104.58,0.0,,,23.35,false
4023,778,2,2,add_on,5777,20.3,117266.61,0.0,,,20.35,false
4024,778,5,3,add_on,5777,20.87,120555.29,0.0,,,21.47,false
4025,778,6,4,services,1,39219.33,12612.74,0.0,,,21.97,false
4026,778,8,5,services,1,234507.09,0.0,234507.09,,,19.65,false
4027,778,7,6,support,1,56848.75,56848.75,0.0,,,20.15,false
4028,779,1,1,base,5584,57.71,322261.91,0.0,,,22.78,false
4029,779,2,2,add_on,5584,19.62,109559.93,0.0,,,24.55,false
4030,779,3,3,add_on,5584,15.6,87108.68,0.0,,,26.05,false
4031,779,4,4,add_on,5902118,0.0082,48397.37,0.0,0.0082,5902118,24.09,false
4032,779,6,5,services,1,26796.4,13594.93,0.0,,,25.7,false
4033,779,8,6,services,1,159451.98,0.0,159451.98,,,21.96,false
4034,779,7,7,support,1,91017.69,91017.69,0.0,,,22.46,false
4035,780,1,1,base,120,165.72,19886.8,0.0,,,7.53,false
4036,780,2,2,add_on,120,61.84,7421.13,0.0,,,7.69,false
4037,780,6,3,services,1,402.83,13248.42,0.0,,,7.4,false
4038,780,10,4,add_on,120,36.3,4355.95,0.0,,,6.52,false
4039,780,8,5,services,1,2485.15,0.0,2485.15,,,4.46,false
4040,780,7,6,support,1,3273.48,3273.48,0.0,,,4.96,false
4041,781,1,1,base,79,220.86,17447.82,0.0,,,9.25,false
4042,781,2,2,add_on,79,74.02,5847.72,0.0,,,9.0,false
4043,781,3,3,add_on,79,57.04,4505.85,0.0,,,7.78,false
4044,781,5,4,add_on,79,74.65,5897.23,0.0,,,6.21,false
4045,781,10,5,add_on,79,45.55,3598.62,0.0,,,9.66,false
4046,781,8,6,services,1,5135.55,0.0,5135.55,,,5.81,false
4047,781,7,7,support,1,3075.27,3075.27,0.0,,,6.31,false
4048,782,1,1,base,1,11510.91,11510.91,0.0,,,14.17,false
4049,782,5,2,add_on,1,4867.4,4867.4,0.0,,,15.89,false
4050,782,6,3,services,1,9930.25,14084.35,0.0,,,17.77,false
4051,782,8,4,services,1,60066.84,0.0,60066.84,,,14.09,false
4052,782,7,5,support,1,5890.91,5890.91,0.0,,,14.59,false
4053,783,1,1,base,353,95.94,33867.27,0.0,,,14.7,false
4054,783,2,2,add_on,353,31.36,11069.34,0.0,,,14.8,false
4055,783,3,3,add_on,353,23.25,8208.25,0.0,,,14.68,false
4056,783,4,4,add_on,548932,0.00937,5143.49,0.0,0.00937,548932,15.57,false
4057,783,8,5,services,1,25743.96,0.0,25743.96,,,13.08,false
4058,783,7,6,support,1,4683.34,4683.34,0.0,,,13.58,false
4059,784,1,1,base,161,134.17,21601.41,0.0,,,17.9,false
4060,784,2,2,add_on,161,46.42,7472.91,0.0,,,16.89,false
4061,784,4,3,add_on,1089499,0.00892,9718.33,0.0,0.00892,1089499,18.14,false
4062,784,8,4,services,1,22153.17,0.0,22153.17,,,15.46,false
4063,784,7,5,support,1,6812.17,6812.17,0.0,,,15.96,false
4064,785,1,1,base,21769,56.77,1235872.23,0.0,,,25.03,false
4065,785,2,2,add_on,21769,20.12,438009.58,0.0,,,27.24,false
4066,785,3,3,add_on,21769,14.15,308126.14,0.0,,,25.45,false
4067,785,6,4,services,1,89951.08,13563.08,0.0,,,24.41,false
4068,785,10,5,add_on,21769,12.85,279721.11,0.0,,,25.96,false
4069,785,8,6,services,1,532982.61,0.0,532982.61,,,23.98,false
4070,785,7,7,support,1,475300.68,475300.68,0.0,,,24.48,false
4071,786,1,1,base,9840,59.0,580605.22,0.0,,,13.31,false
4072,786,2,2,add_on,9840,22.74,223761.33,0.0,,,11.48,false
4073,786,3,3,add_on,9840,19.75,194353.01,0.0,,,13.62,false
4074,786,6,4,services,1,17695.01,12618.89,0.0,,,11.86,false
4075,786,8,5,services,1,107572.42,0.0,107572.42,,,11.66,false
4076,786,7,6,support,1,147812.89,147812.89,0.0,,,12.16,false
4077,787,1,1,base,13900,66.99,931212.34,0.0,,,19.15,false
4078,787,3,2,add_on,13900,17.86,248188.95,0.0,,,19.65,false
4079,787,4,3,add_on,4813659,0.0088,42360.2,0.0,0.0088,4813659,21.1,false
4080,787,5,4,add_on,13900,17.75,246773.74,0.0,,,20.16,false
4081,787,6,5,services,1,26861.15,11359.74,0.0,,,18.67,false
4082,787,8,6,services,1,160988.93,0.0,160988.93,,,18.53,false
4083,787,7,7,support,1,221669.5,221669.5,0.0,,,19.03,false
4084,788,1,1,base,15268,62.46,953581.42,0.0,,,19.96,false
4085,788,6,2,services,1,16615.92,11796.78,0.0,,,22.2,false
4086,788,8,3,services,1,99545.97,0.0,99545.97,,,18.72,false
4087,788,7,4,support,1,129548.56,129548.56,0.0,,,19.22,false
4088,789,9,1,base,9113,121.85,1110385.22,0.0,,,20.05,false
4089,789,4,2,add_on,4768683,0.00873,41630.6,0.0,0.00873,4768683,19.13,true
4090,789,5,3,add_on,9113,21.28,193899.34,0.0,,,19.09,true
4091,789,6,4,services,1,70149.41,12217.1,0.0,,,19.47,true
4092,789,8,5,services,1,421878.54,0.0,421878.54,,,16.88,false
4093,789,7,6,support,1,255743.85,255743.85,0.0,,,17.38,false
4094,790,1,1,base,137,139.36,19091.75,0.0,,,5.61,false
4095,790,8,2,services,1,1853.93,0.0,1853.93,,,4.94,false
4096,790,7,3,support,1,1581.03,1581.03,0.0,,,5.44,false
4097,791,1,1,base,158,119.14,18824.43,0.0,,,4.42,false
4098,791,2,2,add_on,158,52.3,8263.07,0.0,,,1.87,false
4099,791,4,3,add_on,92732,0.00989,917.12,0.0,0.00989,92732,2.78,false
4100,791,5,4,add_on,158,51.43,8125.6,0.0,,,3.26,false
4101,791,6,5,services,1,457.88,11076.81,0.0,,,1.77,false
4102,791,8,6,services,1,2847.94,0.0,2847.94,,,0.41,false
4103,791,7,7,support,1,4315.24,4315.24,0.0,,,0.91,false
4104,792,1,1,base,100,164.28,16428.1,0.0,,,6.88,false
4105,792,2,2,add_on,100,64.07,6407.37,0.0,,,5.62,false
4106,792,8,3,services,1,19995.3,0.0,19995.3,,,4.72,false
4107,792,7,4,support,1,2027.63,2027.63,0.0,,,5.22,false
4108,793,1,1,base,111,170.74,18951.83,0.0,,,5.82,false
4109,793,8,2,services,1,1853.97,0.0,1853.97,,,5.05,false
4110,793,7,3,support,1,1580.89,1580.89,0.0,,,5.55,false
4111,794,1,1,base,533,77.9,41521.12,0.0,,,11.49,false
4112,794,4,2,add_on,1246769,0.00895,11158.58,0.0,0.00895,1246769,11.61,false
4113,794,8,3,services,1,17070.13,0.0,17070.13,,,8.66,false
4114,794,7,4,support,1,4443.99,4443.99,0.0,,,9.16,false
4115,795,1,1,base,748,75.61,56554.71,0.0,,,15.71,false
4116,795,3,2,add_on,748,17.92,13402.96,0.0,,,15.63,false
4117,795,4,3,add_on,1853406,0.0101,18719.4,0.0,0.0101,1853406,15.71,false
4118,795,8,4,services,1,22284.95,0.0,22284.95,,,14.25,false
4119,795,7,5,support,1,12773.71,12773.71,0.0,,,14.75,false
4120,796,1,1,base,1141,55.53,63360.57,0.0,,,19.54,false
4121,796,3,2,add_on,1141,14.86,16950.04,0.0,,,17.99,false
4122,796,10,3,add_on,1141,11.7,13344.83,0.0,,,19.19,false
4123,796,8,4,services,1,25606.82,0.0,25606.82,,,17.93,false
4124,796,7,5,support,1,16081.31,16081.31,0.0,,,18.43,false
4125,797,1,1,base,1,12980.99,12980.99,0.0,,,14.36,false
4126,797,3,2,add_on,1,3091.41,3091.41,0.0,,,15.54,false
4127,797,4,3,add_on,1391403,0.0113,15722.85,0.0,0.0113,1391403,12.68,false
4128,797,5,4,add_on,1,4585.98,4585.98,0.0,,,13.87,false
4129,797,8,5,services,1,28617.7,0.0,28617.7,,,12.83,false
4130,797,7,6,support,1,6005.14,6005.14,0.0,,,13.33,false
4131,798,1,1,base,207,104.77,21687.27,0.0,,,9.71,false
4132,798,2,2,add_on,207,39.47,8171.31,0.0,,,8.29,false
4133,798,3,3,add_on,207,36.23,7500.6,0.0,,,9.18,false
4134,798,10,4,add_on,207,26.5,5485.68,0.0,,,9.8,false
4135,798,8,5,services,1,7780.02,0.0,7780.02,,,6.43,false
4136,798,7,6,support,1,6649.83,6649.83,0.0,,,6.93,false
4137,799,1,1,base,390,82.99,32364.24,0.0,,,18.23,false
4138,799,3,2,add_on,390,21.81,8506.01,0.0,,,19.9,false
4139,799,4,3,add_on,1081961,0.00997,10787.15,0.0,0.00997,1081961,20.96,false
4140,799,8,4,services,1,25460.19,0.0,25460.19,,,17.63,false
4141,799,7,5,support,1,7291.16,7291.16,0.0,,,18.13,false
4142,800,1,1,base,5300,55.79,295661.12,0.0,,,21.65,false
4143,800,2,2,add_on,5300,23.6,125058.26,0.0,,,19.05,false
4144,800,3,3,add_on,5300,13.74,72833.75,0.0,,,22.49,false
4145,800,4,4,add_on,1141625,0.00892,10183.3,0.0,0.00892,1141625,23.08,false
4146,800,6,5,services,1,31555.46,13125.8,0.0,,,19.91,false
4147,800,8,6,services,1,188946.23,0.0,188946.23,,,18.98,false
4148,800,7,7,support,1,71011.99,71011.99,0.0,,,19.48,false
4149,801,1,1,base,1,9949.02,9949.02,0.0,,,22.08,false
4150,801,5,2,add_on,1,5710.81,5710.81,0.0,,,19.41,false
4151,801,6,3,services,1,17253.36,12790.72,0.0,,,19.77,false
4152,801,8,4,services,1,103440.38,0.0,103440.38,,,18.37,false
4153,801,7,5,support,1,41924.98,41924.98,0.0,,,18.87,false
4154,802,1,1,base,1708,58.9,100599.17,0.0,,,23.61,false
4155,802,2,2,add_on,1708,21.26,36316.66,0.0,,,25.9,false
4156,802,3,3,add_on,1708,18.0,30747.96,0.0,,,23.59,false
4157,802,8,4,services,1,96350.93,0.0,96350.93,,,23.69,false
4158,802,7,5,support,1,26126.59,26126.59,0.0,,,24.19,false
4159,803,1,1,base,155,129.41,20058.94,0.0,,,10.11,false
4160,803,2,2,add_on,155,52.22,8094.15,0.0,,,8.67,false
4161,803,8,3,services,1,6550.2,0.0,6550.2,,,6.4,false
4162,803,7,4,support,1,2219.09,2219.09,0.0,,,6.9,false
4163,804,1,1,base,97,151.95,14739.08,0.0,,,14.55,false
4164,804,2,2,add_on,97,65.32,6335.9,0.0,,,14.65,false
4165,804,4,3,add_on,295113,0.00932,2750.45,0.0,0.00932,295113,13.5,false
4166,804,5,4,add_on,97,71.74,6958.31,0.0,,,13.85,false
4167,804,6,5,services,1,3846.13,14393.91,0.0,,,12.44,false
4168,804,8,6,services,1,23405.61,0.0,23405.61,,,11.16,false
4169,804,7,7,support,1,5894.46,5894.46,0.0,,,11.66,false
4170,805,9,1,base,5471,85.37,467057.84,0.0,,,29.04,false
4171,805,4,2,add_on,6233969,0.00895,55794.02,0.0,0.00895,6233969,31.51,true
4172,805,6,3,services,1,38294.0,12609.52,0.0,,,27.52,true
4173,805,8,4,services,1,225183.11,0.0,225183.11,,,27.57,false
4174,805,7,5,support,1,115584.98,115584.98,0.0,,,28.07,false
4175,806,1,1,base,1,12106.62,12106.62,0.0,,,22.66,false
4176,806,4,2,add_on,2996896,0.00852,25533.55,0.0,0.00852,2996896,23.41,false
4177,806,5,3,add_on,1,5312.83,5312.83,0.0,,,25.23,false
4178,806,6,4,services,1,12910.28,13911.06,0.0,,,22.59,false
4179,806,8,5,services,1,76946.86,0.0,76946.86,,,21.19,false
4180,806,7,6,support,1,24032.46,24032.46,0.0,,,21.69,false
4181,807,9,1,base,2616,117.45,307242.04,0.0,,,17.92,false
4182,807,4,2,add_on,2346909,0.00902,21169.12,0.0,0.00902,2346909,17.63,true
4183,807,5,3,add_on,2616,18.92,49496.8,0.0,,,15.48,true
4184,807,8,4,services,1,148285.83,0.0,148285.83,,,15.54,false
4185,807,7,5,support,1,52632.18,52632.18,0.0,,,16.04,false
4186,808,1,1,base,97,187.66,18202.75,0.0,,,8.2,false
4187,808,4,2,add_on,66505,0.01091,725.57,0.0,0.01091,66505,4.7,false
4188,808,10,3,add_on,97,41.9,4064.14,0.0,,,5.78,false
4189,808,8,4,services,1,1911.3,0.0,1911.3,,,4.73,false
4190,808,7,5,support,1,1735.03,1735.03,0.0,,,5.23,false
4191,809,1,1,base,45,273.75,12318.73,0.0,,,6.64,false
4192,809,8,2,services,1,1712.61,0.0,1712.61,,,6.64,false
4193,809,7,3,support,1,1203.06,1203.06,0.0,,,7.14,false
4194,810,1,1,base,156,143.63,22405.63,0.0,,,5.62,false
4195,810,8,2,services,1,5920.13,0.0,5920.13,,,4.83,false
4196,810,7,3,support,1,1689.63,1689.63,0.0,,,5.33,false
4197,811,1,1,base,130,140.73,18295.07,0.0,,,5.75,false
4198,811,4,2,add_on,320713,0.01075,3447.66,0.0,0.01075,320713,7.79,false
4199,811,8,3,services,1,6140.99,0.0,6140.99,,,4.33,false
4200,811,7,4,support,1,1880.58,1880.58,0.0,,,4.83,false
4201,812,1,1,base,158,119.11,18818.62,0.0,,,8.41,false
4202,812,2,2,add_on,158,45.94,7258.78,0.0,,,4.19,false
4203,812,6,3,services,1,3652.29,10835.91,0.0,,,6.96,false
4204,812,8,4,services,1,22542.37,0.0,22542.37,,,4.23,false
4205,812,7,5,support,1,3255.87,3255.87,0.0,,,4.73,false
4206,813,1,1,base,1,12551.7,12551.7,0.0,,,10.91,false
4207,813,8,2,services,1,5558.67,0.0,5558.67,,,8.3,false
4208,813,7,3,support,1,1375.78,1375.78,0.0,,,8.8,false
4209,814,1,1,base,172,115.1,19796.41,0.0,,,13.26,false
4210,814,3,2,add_on,172,38.96,6701.76,0.0,,,10.42,false
4211,814,4,3,add_on,464313,0.01028,4773.14,0.0,0.01028,464313,13.85,false
4212,814,6,4,services,1,3939.48,13830.84,0.0,,,13.89,false
4213,814,8,5,services,1,24044.64,0.0,24044.64,,,9.72,false
4214,814,7,6,support,1,6397.04,6397.04,0.0,,,10.22,false
4215,815,1,1,base,777,72.21,56109.65,0.0,,,16.34,false
4216,815,6,2,services,1,3222.73,12655.18,0.0,,,17.06,false
4217,815,8,3,services,1,19427.04,0.0,19427.04,,,15.75,false
4218,815,7,4,support,1,5914.92,5914.92,0.0,,,16.25,false
4219,816,1,1,base,243,103.22,25082.78,0.0,,,9.03,false
4220,816,3,2,add_on,243,32.25,7836.96,0.0,,,10.94,false
4221,816,5,3,add_on,243,45.55,11069.49,0.0,,,11.05,false
4222,816,6,4,services,1,1339.13,11421.73,0.0,,,10.56,false
