opportunity_id,opportunity_external_id,account_id,opportunity_name,stage_name,outcome,lifecycle_type,segment,sales_region,close_date,created_date,expected_start_date,contract_length_months,currency_code,estimated_users,annual_transaction_estimate,implementation_complexity,support_tier_requested,competitor_pressure_score,total_quote_amount
667,OPP-00667,258,Apex Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2023-03-01,2022-12-15,2023-05-15,36,USD,216,277526,medium,premium,0.22,172071.75
668,OPP-00668,259,Bluewave Industrial Renewal,Closed Won,won,renewal,smb,na,2024-10-23,2024-09-09,2024-11-22,12,USD,44,351008,low,standard,0.35,20666.22
669,OPP-00669,259,Bluewave Industrial Expansion,Closed Won,won,expansion,smb,na,2025-10-17,2025-06-25,2025-11-12,24,USD,158,449781,low,premium,0.14,80153.37
670,OPP-00670,259,Bluewave Industrial Expansion,Closed Lost,lost,expansion,smb,na,2023-02-20,2022-10-21,2023-03-24,24,USD,38,375364,low,standard,0.28,
671,OPP-00671,260,Ironwood Logistics Net New,Closed Lost,lost,net_new,mid_market,emea,2025-10-21,2025-09-04,2026-01-02,24,USD,807,1242589,medium,premium,0.48,245531.53
672,OPP-00672,260,Ironwood Logistics Expansion,Closed Lost,lost,expansion,mid_market,emea,2025-12-05,2025-11-03,2026-02-15,24,USD,971,295326,medium,premium,0.42,210247.95
673,OPP-00673,261,Crescent Supply Co Renewal,Closed Won,won,renewal,mid_market,emea,2024-12-18,2024-10-17,2025-01-03,24,USD,474,405607,medium,standard,0.5,148609.71
674,OPP-00674,261,Crescent Supply Co Expansion,Closed Lost,lost,expansion,mid_market,emea,2024-06-10,2024-04-24,2024-08-22,24,USD,496,561172,medium,premium,0.28,127305.64
675,OPP-00675,261,Crescent Supply Co Expansion,Closed Lost,lost,expansion,mid_market,emea,2024-11-08,2024-07-24,2024-12-04,48,USD,,2388729,medium,premium,0.46,616493.35
676,OPP-00676,262,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2023-10-05,2023-07-29,2023-11-18,24,USD,2678,5575768,high,enterprise,0.62,1077530.86
677,OPP-00677,262,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2023-11-07,2023-08-13,2023-12-28,12,USD,5837,6988642,medium,premium,0.72,955059.89
678,OPP-00678,262,Pioneer Commerce Partners Expansion,Closed Won,won,expansion,enterprise,na,2024-02-12,2023-11-26,2024-04-02,48,USD,1350,10466059,high,premium,0.32,1197147.65
679,OPP-00679,263,Vector Operations Renewal,Closed Won,won,renewal,strategic,na,2024-04-25,2024-03-01,2024-07-09,48,USD,6145,11063832,high,enterprise,0.09,3481401.38
680,OPP-00680,263,Vector Operations Renewal,Closed Won,won,renewal,strategic,na,2023-02-16,2022-12-12,2023-04-11,24,USD,6050,16070209,high,premium,0.24,1974333.24
681,OPP-00681,263,Vector Operations Net New,Closed Lost,lost,net_new,strategic,na,2023-10-31,2023-08-18,2023-12-24,,USD,6871,14298096,high,premium,0.69,1120866.37
682,OPP-00682,263,Vector Operations Net New,Closed Lost,lost,net_new,strategic,na,2025-07-16,2025-03-13,2025-09-26,36,USD,5479,22492458,high,enterprise,0.43,2382621.95
683,OPP-00683,263,Vector Operations Renewal,Closed Won,won,renewal,strategic,na,2023-10-07,2023-09-08,2023-11-01,12,USD,8203,8358315,high,enterprise,0.63,974377.94
684,OPP-00684,264,Northstar Distribution Renewal,Closed Won,won,renewal,smb,na,2025-09-30,2025-08-10,2025-10-28,12,USD,37,221056,low,standard,0.15,26374.6
685,OPP-00685,264,Northstar Distribution Renewal,Closed Won,won,renewal,smb,na,2024-02-05,2023-12-17,2024-03-13,12,USD,112,367473,low,premium,0.35,29627.51
686,OPP-00686,264,Northstar Distribution Net New,Closed Lost,lost,net_new,smb,na,2024-02-26,2023-10-29,2024-04-11,12,USD,22,179556,low,premium,0.18,30820.21
687,OPP-00687,265,Harbor Cargo Systems Expansion,Closed Won,won,expansion,enterprise,emea,2025-05-28,2025-03-11,2025-08-08,36,USD,4793,4562789,high,premium,0.41,1906151.11
688,OPP-00688,265,Harbor Cargo Systems Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-08-11,2024-06-26,2024-09-27,,USD,,2050905,high,standard,0.41,1160913.91
689,OPP-00689,265,Harbor Cargo Systems Renewal,Closed Lost,lost,renewal,enterprise,emea,2025-06-03,2025-04-16,,12,USD,1342,,high,enterprise,0.67,260970.18
690,OPP-00690,266,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,emea,2024-08-08,2024-02-24,,36,USD,6082,6822210,high,premium,0.89,1556391.49
691,OPP-00691,266,Atlas Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,emea,2023-09-12,2023-04-09,,,USD,2882,1423145,high,enterprise,0.59,468555.84
692,OPP-00692,267,Summit Trade Group Expansion,Closed Lost,lost,expansion,enterprise,na,2024-08-27,2024-05-14,2024-10-14,,USD,3297,,high,enterprise,0.67,542322.03
693,OPP-00693,267,Summit Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2023-01-16,2022-10-14,2023-02-17,24,USD,2877,6114703,high,standard,0.67,948360.21
694,OPP-00694,267,Summit Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2023-07-19,2022-12-26,2023-08-22,24,USD,4987,5147161,high,premium,0.83,
695,OPP-00695,268,Granite Global Freight Net New,Closed Lost,lost,net_new,smb,na,2025-11-02,2025-05-23,,12,USD,56,237118,low,premium,0.21,28814.92
696,OPP-00696,269,Meridian Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2024-10-21,2024-06-10,2024-11-25,24,USD,5416,5534574,high,enterprise,0.61,924724.47
697,OPP-00697,269,Meridian Industrial Renewal,Closed Won,won,renewal,enterprise,na,2025-02-15,2025-01-01,2025-04-07,24,USD,4910,6667048,high,enterprise,0.49,1539260.49
698,OPP-00698,269,Meridian Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2024-03-18,2023-08-30,2024-04-29,24,USD,2822,3145545,high,premium,0.6,672974.68
699,OPP-00699,270,Apex Logistics Renewal,Closed Won,won,renewal,strategic,emea,2023-01-31,2022-11-12,2023-02-28,60,USD,8957,8407967,high,enterprise,0.09,6676656.52
700,OPP-00700,270,Apex Logistics Renewal,Closed Won,won,renewal,strategic,emea,2023-12-25,2023-11-01,2024-02-01,12,USD,14532,19026389,medium,premium,0.38,1929273.52
701,OPP-00701,270,Apex Logistics Net New,Closed Lost,lost,net_new,strategic,emea,2023-11-27,2023-08-11,2024-01-07,60,USD,,6892221,high,enterprise,0.69,9094830.97
702,OPP-00702,270,Apex Logistics Renewal,Closed Won,won,renewal,strategic,emea,2024-03-01,2024-01-14,2024-04-25,12,USD,15220,23844124,high,enterprise,0.43,2143586.95
703,OPP-00703,270,Apex Logistics Renewal,Closed Won,won,renewal,strategic,emea,2025-11-28,2025-09-26,2025-12-13,36,USD,6537,14771255,medium,enterprise,0.81,1936723.28
704,OPP-00704,271,Bluewave Supply Co Renewal,Closed Won,won,renewal,enterprise,na,2024-03-30,2023-12-31,2024-04-26,24,USD,6424,7155565,high,enterprise,0.62,1886011.99
705,OPP-00705,271,Bluewave Supply Co Net New,Closed Lost,lost,net_new,enterprise,na,2025-08-17,2025-04-30,2025-09-03,,USD,4585,7844674,high,standard,0.53,806098.88
706,OPP-00706,271,Bluewave Supply Co Renewal,Closed Won,won,renewal,enterprise,na,2025-05-20,2025-04-20,2025-07-26,12,USD,4093,6260589,medium,premium,0.46,570777.18
707,OPP-00707,271,Bluewave Supply Co Renewal,Closed Won,won,renewal,enterprise,na,2023-04-24,2023-03-14,2023-06-07,24,USD,3617,1904778,medium,premium,0.52,563265.91
708,OPP-00708,272,Ironwood Commerce Partners Net New,Closed Lost,lost,net_new,smb,emea,2025-02-03,2024-10-22,2025-04-01,12,USD,100,172730,low,standard,0.57,24750.6
709,OPP-00709,272,Ironwood Commerce Partners Net New,Closed Lost,lost,net_new,smb,emea,2025-08-01,2025-04-26,2025-08-17,,USD,135,155701,medium,standard,0.27,64876.15
710,OPP-00710,273,Crescent Operations Net New,Closed Lost,lost,net_new,mid_market,apac,2025-11-07,2025-05-21,2026-01-14,,USD,214,348304,medium,standard,0.43,54703.38
711,OPP-00711,273,Crescent Operations Net New,Closed Lost,lost,net_new,mid_market,apac,2024-12-19,2024-06-02,2025-01-11,24,USD,556,990888,high,standard,0.6,261871.09
712,OPP-00712,274,Pioneer Distribution Renewal,Closed Won,won,renewal,mid_market,na,2024-04-23,2024-03-29,2024-06-10,12,USD,503,794030,medium,standard,0.31,112268.2
713,OPP-00713,274,Pioneer Distribution Expansion,Closed Won,won,expansion,mid_market,na,2023-05-08,2023-03-30,2023-05-26,24,USD,773,1959040,medium,standard,0.41,187344.69
714,OPP-00714,274,Pioneer Distribution Net New,Closed Lost,lost,net_new,mid_market,na,2023-10-30,2023-04-08,,12,USD,879,1390214,medium,premium,0.42,131590.34
715,OPP-00715,275,Vector Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,na,2023-12-19,2023-08-20,,12,USD,715,484221,medium,premium,0.34,89339.65
716,OPP-00716,275,Vector Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,na,2024-05-12,2024-02-01,2024-06-05,36,USD,872,1643715,medium,standard,0.42,395087.31
717,OPP-00717,275,Vector Cargo Systems Net New,Closed Won,won,net_new,mid_market,na,2024-03-27,2024-02-08,2024-05-02,24,USD,540,542733,medium,enterprise,0.54,205577.98
718,OPP-00718,276,Northstar Retail Holdings Net New,Closed Lost,lost,net_new,mid_market,na,2025-02-09,2024-07-31,,,USD,689,705733,medium,enterprise,0.37,146757.88
719,OPP-00719,276,Northstar Retail Holdings Expansion,Closed Lost,lost,expansion,mid_market,na,2024-06-08,2024-02-28,2024-07-29,48,USD,869,1731936,medium,premium,0.41,409166.42
720,OPP-00720,277,Harbor Trade Group Renewal,Closed Won,won,renewal,mid_market,emea,2024-10-01,2024-08-04,2024-10-23,24,USD,486,1343853,medium,premium,0.38,144115.02
721,OPP-00721,277,Harbor Trade Group Expansion,Closed Won,won,expansion,mid_market,emea,2023-10-21,2023-08-03,2024-01-03,36,USD,664,1317577,medium,premium,0.36,291505.58
722,OPP-00722,277,Harbor Trade Group Net New,Closed Lost,lost,net_new,mid_market,emea,2024-02-12,2023-08-03,2024-04-17,24,USD,481,1094122,medium,premium,0.51,150617.58
723,OPP-00723,278,Atlas Global Freight Expansion,Closed Lost,lost,expansion,smb,emea,2023-09-04,2023-05-13,2023-11-13,24,USD,91,354824,medium,standard,0.33,89846.46
724,OPP-00724,278,Atlas Global Freight Expansion,Closed Lost,lost,expansion,smb,emea,2023-12-10,2023-08-22,2024-02-09,12,USD,,294258,low,standard,0.58,36266.34
725,OPP-00725,278,Atlas Global Freight Net New,Closed Lost,lost,net_new,smb,emea,2025-06-01,2024-12-23,2025-06-25,12,USD,126,214249,low,standard,0.43,36634.52
726,OPP-00726,279,Summit Industrial Expansion,Closed Lost,lost,expansion,smb,apac,2024-09-01,2024-07-15,2024-09-23,36,USD,206,,low,standard,0.39,130219.13
727,OPP-00727,279,Summit Industrial Expansion,Closed Won,won,expansion,smb,apac,2023-11-25,2023-10-25,2024-01-14,24,USD,86,139668,low,standard,0.09,67215.56
728,OPP-00728,280,Granite Logistics Renewal,Closed Won,won,renewal,smb,na,2023-05-14,2023-02-20,2023-07-04,12,USD,68,109513,low,standard,0.38,21791.59
729,OPP-00729,280,Granite Logistics Expansion,Closed Won,won,expansion,smb,na,2023-08-21,2023-04-22,2023-11-02,12,USD,32,309140,low,premium,0.13,27965.83
730,OPP-00730,280,Granite Logistics Expansion,Closed Lost,lost,expansion,smb,na,2025-03-13,2024-11-19,2025-05-13,,USD,124,406280,low,premium,0.11,36498.93
731,OPP-00731,281,Meridian Supply Co Expansion,Closed Lost,lost,expansion,mid_market,emea,2025-02-09,2024-11-01,2025-03-31,24,USD,465,1919134,medium,enterprise,0.59,243140.56
732,OPP-00732,281,Meridian Supply Co Net New,Closed Won,won,net_new,mid_market,emea,2025-10-16,2025-07-22,2025-12-29,36,USD,851,1478798,medium,standard,0.36,471844.55
733,OPP-00733,282,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,emea,2023-11-30,2023-10-22,,,USD,10910,,high,enterprise,0.52,1982698.53
734,OPP-00734,282,Apex Commerce Partners Renewal,Closed Lost,lost,renewal,strategic,emea,2024-10-25,2024-09-16,2025-01-07,24,USD,9632,15380587,high,premium,0.72,1624043.88
735,OPP-00735,282,Apex Commerce Partners Expansion,Closed Lost,lost,expansion,strategic,emea,2023-07-01,2023-03-08,2023-08-17,36,USD,5201,,high,enterprise,0.66,
736,OPP-00736,282,Apex Commerce Partners Net New,Closed Lost,lost,net_new,strategic,emea,2024-10-13,2024-04-19,2024-12-19,48,USD,11931,,high,enterprise,0.59,10171575.62
737,OPP-00737,283,Bluewave Operations Renewal,Closed Won,won,renewal,smb,na,2025-10-09,2025-08-08,2025-12-13,12,USD,66,204857,low,standard,0.19,27530.36
738,OPP-00738,283,Bluewave Operations Renewal,Closed Won,won,renewal,smb,na,2024-02-19,2024-01-20,2024-03-14,12,USD,116,116662,low,premium,0.45,36391.31
739,OPP-00739,283,Bluewave Operations Expansion,Closed Lost,lost,expansion,smb,na,2024-08-05,2024-06-24,2024-10-15,,USD,152,107249,low,standard,0.28,41370.34
740,OPP-00740,284,Ironwood Distribution Renewal,Closed Won,won,renewal,enterprise,na,2025-05-29,2025-04-26,2025-08-12,24,USD,5663,1830619,high,enterprise,0.56,840894.88
741,OPP-00741,284,Ironwood Distribution Expansion,Closed Lost,lost,expansion,enterprise,na,2023-07-31,2023-05-15,2023-09-17,,USD,4374,6706203,high,enterprise,0.72,641696.3
742,OPP-00742,284,Ironwood Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2023-05-03,2022-11-02,2023-05-27,24,USD,5924,,high,premium,0.64,1744170.29
743,OPP-00743,284,Ironwood Distribution Expansion,Closed Lost,lost,expansion,enterprise,na,2025-03-09,2024-11-19,2025-04-18,24,USD,5689,6486834,high,enterprise,0.76,2141144.77
744,OPP-00744,285,Crescent Cargo Systems Expansion,Closed Lost,lost,expansion,smb,apac,2023-11-14,2023-08-31,2024-01-05,36,USD,26,132152,low,premium,0.47,60110.99
745,OPP-00745,285,Crescent Cargo Systems Renewal,Closed Won,won,renewal,smb,apac,2025-03-13,2025-02-04,2025-05-08,12,USD,19,153058,low,premium,0.27,39320.23
746,OPP-00746,286,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,na,2025-12-16,2025-10-07,2026-02-27,24,USD,5474,3946606,high,enterprise,0.27,1064704.01
747,OPP-00747,286,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,na,2023-07-29,2023-06-01,2023-09-23,36,USD,3169,1870370,high,enterprise,0.29,1034818.06
748,OPP-00748,286,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,na,2023-05-12,2023-03-24,2023-05-30,36,USD,2978,5111141,medium,premium,0.71,1140461.02
749,OPP-00749,286,Pioneer Retail Holdings Renewal,Closed Won,won,renewal,enterprise,na,2025-01-15,2024-10-22,2025-03-07,24,USD,1715,5864767,medium,premium,0.63,651909.5
750,OPP-00750,287,Vector Trade Group Expansion,Closed Won,won,expansion,enterprise,latam,2025-04-22,2024-12-30,2025-06-21,36,USD,2563,9535943,high,premium,0.42,1405389.94
751,OPP-00751,287,Vector Trade Group Expansion,Closed Won,won,expansion,enterprise,latam,2024-02-16,2023-10-31,2024-03-03,36,USD,2480,4915453,medium,premium,0.51,791840.42
752,OPP-00752,287,Vector Trade Group Net New,Closed Lost,lost,net_new,enterprise,latam,2024-05-01,2023-10-14,,,USD,3558,6175992,high,enterprise,0.66,772115.31
753,OPP-00753,288,Northstar Global Freight Net New,Closed Lost,lost,net_new,smb,emea,2024-12-06,2024-10-18,2025-01-16,,USD,22,247467,low,standard,0.63,
754,OPP-00754,289,Harbor Industrial Net New,Closed Lost,lost,net_new,enterprise,na,2023-09-25,2023-07-01,,12,USD,4121,5001545,high,premium,0.55,679509.88
755,OPP-00755,289,Harbor Industrial Expansion,Closed Lost,lost,expansion,enterprise,na,2023-03-17,2022-11-05,2023-05-20,12,USD,1533,9325665,high,premium,0.81,449398.51
756,OPP-00756,289,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,na,2025-05-16,2025-04-05,2025-07-22,12,USD,4320,4706221,high,premium,0.78,598179.42
757,OPP-00757,289,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,na,2024-05-23,2024-03-16,2024-06-23,12,USD,2042,1553856,medium,enterprise,0.35,248867.44
758,OPP-00758,290,Atlas Logistics Net New,Closed Lost,lost,net_new,enterprise,apac,2023-10-06,2023-04-22,2023-11-23,24,USD,4459,2393147,high,premium,0.47,1774400.34
759,OPP-00759,290,Atlas Logistics Net New,Closed Lost,lost,net_new,enterprise,apac,2023-10-07,2023-03-15,2023-11-19,36,USD,,6318961,medium,premium,0.52,1265049.26
760,OPP-00760,291,Summit Supply Co Net New,Closed Lost,lost,net_new,smb,latam,2023-08-22,2023-03-20,2023-10-24,12,USD,,97074,low,standard,0.49,27189.79
761,OPP-00761,291,Summit Supply Co Net New,Closed Lost,lost,net_new,smb,latam,2025-04-28,2024-11-06,2025-06-30,24,USD,,306602,low,standard,0.57,46652.54
762,OPP-00762,292,Granite Commerce Partners Expansion,Closed Lost,lost,expansion,mid_market,na,2024-12-24,2024-10-15,2025-01-21,24,USD,424,1088630,medium,enterprise,0.64,203590.25
763,OPP-00763,292,Granite Commerce Partners Net New,Closed Lost,lost,net_new,mid_market,na,2024-06-20,2024-04-08,2024-07-10,24,USD,729,1278373,medium,standard,0.56,283305.54
764,OPP-00764,292,Granite Commerce Partners Renewal,Closed Won,won,renewal,mid_market,na,2024-10-16,2024-08-08,2024-12-17,12,USD,829,1028454,medium,enterprise,0.0,127046.92
765,OPP-00765,293,Meridian Operations Renewal,Closed Won,won,renewal,smb,emea,2023-12-07,2023-09-14,2024-01-12,24,USD,19,55031,low,standard,0.09,44507.06
766,OPP-00766,293,Meridian Operations Expansion,Closed Won,won,expansion,smb,emea,2025-08-02,2025-05-24,2025-08-28,12,USD,127,379247,low,standard,0.29,42145.26
767,OPP-00767,294,Apex Distribution Net New,Closed Lost,lost,net_new,mid_market,emea,2023-03-23,2022-10-29,,48,USD,271,1512328,medium,premium,0.41,
768,OPP-00768,294,Apex Distribution Net New,Closed Lost,lost,net_new,mid_market,emea,2023-03-26,2022-09-21,2023-05-05,12,USD,353,840807,medium,standard,0.43,90078.49
769,OPP-00769,294,Apex Distribution Net New,Closed Lost,lost,net_new,mid_market,emea,2023-10-01,2023-05-26,2023-12-09,12,USD,507,941466,high,premium,0.52,150205.25
770,OPP-00770,295,Bluewave Cargo Systems Expansion,Closed Lost,lost,expansion,smb,na,2024-10-19,2024-06-17,2024-12-04,24,USD,,149793,low,standard,0.27,52738.2
771,OPP-00771,295,Bluewave Cargo Systems Expansion,Closed Lost,lost,expansion,smb,na,2023-01-25,2022-09-23,,12,USD,,398457,low,standard,0.57,34797.64
772,OPP-00772,295,Bluewave Cargo Systems Renewal,Closed Won,won,renewal,smb,na,2023-07-04,2023-05-02,2023-08-21,12,USD,44,384894,low,standard,0.34,28779.07
773,OPP-00773,296,Ironwood Retail Holdings Net New,Closed Lost,lost,net_new,smb,latam,2025-11-10,2025-09-13,2026-01-20,12,USD,152,201161,medium,standard,0.13,46213.37
774,OPP-00774,297,Crescent Trade Group Net New,Closed Lost,lost,net_new,mid_market,apac,2024-08-02,2024-04-25,2024-09-30,24,USD,,1219948,medium,standard,0.42,
775,OPP-00775,297,Crescent Trade Group Net New,Closed Lost,lost,net_new,mid_market,apac,2025-05-08,2024-11-03,,12,USD,274,355186,medium,standard,0.56,82674.06
776,OPP-00776,298,Pioneer Global Freight Renewal,Closed Won,won,renewal,enterprise,na,2023-09-07,2023-06-09,2023-10-31,48,USD,3526,3988061,medium,premium,0.25,2084732.27
777,OPP-00777,298,Pioneer Global Freight Renewal,Closed Won,won,renewal,enterprise,na,2024-04-07,2024-01-30,2024-05-23,36,USD,4321,1543031,medium,enterprise,0.47,1191429.06
778,OPP-00778,298,Pioneer Global Freight Net New,Closed Lost,lost,net_new,enterprise,na,2023-06-20,2023-01-21,2023-08-19,24,USD,5777,1274059,high,standard,0.89,1673579.03
779,OPP-00779,298,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,na,2023-03-26,2023-02-03,,36,USD,5584,6194961,high,premium,0.51,2517388.77
780,OPP-00780,299,Vector Industrial Renewal,Closed Lost,lost,renewal,smb,latam,2025-02-25,2024-12-03,,,USD,120,281897,low,standard,0.39,45951.04
781,OPP-00781,299,Vector Industrial Expansion,Closed Lost,lost,expansion,smb,latam,2024-02-15,2023-11-12,2024-04-13,12,USD,79,361646,low,standard,0.27,45818.26
782,OPP-00782,300,Northstar Logistics Net New,Closed Lost,lost,net_new,mid_market,na,2024-07-12,2024-01-31,2024-08-02,12,USD,,,high,standard,0.62,136076.05
783,OPP-00783,300,Northstar Logistics Net New,Closed Lost,lost,net_new,mid_market,na,2025-05-28,2024-12-16,2025-07-13,48,USD,353,659356,medium,standard,0.41,288887.04
784,OPP-00784,300,Northstar Logistics Net New,Closed Lost,lost,net_new,mid_market,na,2023-02-19,2022-12-22,2023-04-26,36,USD,161,1200519,medium,enterprise,0.62,179424.8
785,OPP-00785,301,Harbor Supply Co Expansion,Closed Lost,lost,expansion,strategic,na,2025-03-03,2024-11-27,,36,USD,21769,,high,enterprise,0.58,
786,OPP-00786,301,Harbor Supply Co Renewal,Closed Won,won,renewal,strategic,na,2023-12-10,2023-11-04,2023-12-29,12,USD,9840,15668938,high,premium,0.43,1346966.99
787,OPP-00787,301,Harbor Supply Co Renewal,Closed Won,won,renewal,strategic,na,2025-01-27,2024-11-08,2025-03-29,24,USD,13900,5876467,high,premium,0.38,3882604.24
788,OPP-00788,301,Harbor Supply Co Renewal,Closed Won,won,renewal,strategic,na,2024-10-31,2024-09-27,2024-12-22,48,USD,15268,12970326,high,premium,0.43,4347285.01
789,OPP-00789,301,Harbor Supply Co Net New,Closed Won,won,net_new,strategic,na,2024-06-24,2024-04-18,2024-08-10,12,USD,9113,5119132,high,enterprise,0.68,2057695.32
790,OPP-00790,302,Atlas Commerce Partners Renewal,Closed Won,won,renewal,smb,na,2025-02-08,2024-12-01,2025-03-15,24,USD,137,204785,low,standard,0.36,43785.51
791,OPP-00791,302,Atlas Commerce Partners Renewal,Closed Won,won,renewal,smb,na,2023-08-23,2023-07-29,2023-09-07,12,USD,158,118422,low,standard,0.0,61677.5
792,OPP-00792,303,Summit Operations Net New,Closed Lost,lost,net_new,smb,emea,2025-06-26,2024-12-03,2025-07-20,12,USD,100,168698,medium,standard,0.25,46899.54
793,OPP-00793,303,Summit Operations Renewal,Closed Won,won,renewal,smb,emea,2023-07-25,2023-05-24,2023-09-04,24,USD,111,297595,low,standard,0.2,43769.29
794,OPP-00794,304,Granite Distribution Expansion,Closed Lost,lost,expansion,mid_market,apac,2023-06-26,2023-04-12,2023-07-18,12,USD,533,1305652,medium,standard,0.46,
795,OPP-00795,304,Granite Distribution Expansion,Closed Lost,lost,expansion,mid_market,apac,2024-07-16,2024-06-12,2024-09-05,36,USD,748,1941386,medium,premium,0.61,396999.72
796,OPP-00796,304,Granite Distribution Expansion,Closed Lost,lost,expansion,mid_market,apac,2023-10-29,2023-07-27,2023-11-16,36,USD,1141,,medium,premium,0.6,
797,OPP-00797,305,Meridian Cargo Systems Net New,Closed Lost,lost,net_new,mid_market,apac,2023-04-18,2022-09-25,2023-06-23,24,USD,,1723194,medium,standard,0.42,
798,OPP-00798,305,Meridian Cargo Systems Renewal,Closed Won,won,renewal,mid_market,apac,2023-04-09,2023-02-25,2023-06-10,12,USD,207,1262383,medium,premium,0.04,64372.92
799,OPP-00799,305,Meridian Cargo Systems Net New,Closed Won,won,net_new,mid_market,apac,2025-01-18,2024-11-28,2025-02-27,24,USD,390,1243613,medium,premium,0.54,167229.44
800,OPP-00800,306,Apex Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,na,2025-12-15,2025-06-22,2026-01-18,24,USD,5300,1326389,high,premium,0.37,1372808.77
801,OPP-00801,306,Apex Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,na,2024-04-08,2024-02-02,2024-06-12,12,USD,,6303090,high,enterprise,0.83,
802,OPP-00802,306,Apex Retail Holdings Net New,Closed Lost,lost,net_new,enterprise,na,2023-01-04,2022-09-10,2023-03-02,24,USD,1708,2930044,high,premium,0.79,517016.31
803,OPP-00803,307,Bluewave Trade Group Net New,Closed Lost,lost,net_new,smb,apac,2024-09-03,2024-04-26,2024-11-13,,USD,155,343730,low,standard,0.12,35858.08
804,OPP-00804,307,Bluewave Trade Group Net New,Closed Lost,lost,net_new,smb,apac,2024-04-01,2023-12-09,2024-05-14,,USD,97,311373,medium,premium,0.19,75659.83
805,OPP-00805,308,Ironwood Global Freight Net New,Closed Lost,lost,net_new,enterprise,emea,2024-03-03,2023-11-04,2024-03-28,,USD,5471,6741669,high,enterprise,0.84,975353.8
806,OPP-00806,308,Ironwood Global Freight Net New,Closed Lost,lost,net_new,enterprise,emea,2024-02-28,2023-09-04,2024-04-29,,USD,,3461696,high,enterprise,0.8,250202.76
807,OPP-00807,308,Ironwood Global Freight Net New,Closed Lost,lost,net_new,enterprise,emea,2023-07-26,2023-05-10,,24,USD,2616,2472837,high,premium,0.5,1062689.69
808,OPP-00808,309,Crescent Industrial Renewal,Closed Won,won,renewal,smb,na,2025-03-05,2025-02-10,2025-04-09,12,USD,97,80337,low,standard,0.21,25647.31
809,OPP-00809,309,Crescent Industrial Renewal,Closed Won,won,renewal,smb,na,2025-01-10,2024-10-13,2025-03-09,12,USD,45,85089,low,standard,0.14,17590.91
810,OPP-00810,310,Pioneer Logistics Net New,Closed Won,won,net_new,smb,na,2025-12-07,2025-09-18,2026-01-27,12,USD,156,202963,low,standard,0.21,28332.74
811,OPP-00811,310,Pioneer Logistics Net New,Closed Lost,lost,net_new,smb,na,2025-04-11,2025-01-22,2025-05-23,12,USD,130,372548,low,standard,0.12,34603.47
812,OPP-00812,311,Vector Supply Co Net New,Closed Lost,lost,net_new,smb,emea,2024-03-03,2023-12-15,,,USD,158,126642,medium,standard,0.36,
813,OPP-00813,311,Vector Supply Co Net New,Closed Lost,lost,net_new,smb,emea,2023-07-15,2023-05-17,,24,USD,,280896,low,standard,0.41,41701.67
814,OPP-00814,312,Northstar Commerce Partners Net New,Closed Lost,lost,net_new,mid_market,emea,2023-08-31,2023-05-02,2023-10-31,12,USD,172,535333,medium,premium,0.57,82836.33
815,OPP-00815,312,Northstar Commerce Partners Expansion,Closed Won,won,expansion,mid_market,emea,2023-04-05,2023-01-26,2023-05-19,24,USD,777,715933,medium,standard,0.63,171225.92
816,OPP-00816,312,Northstar Commerce Partners Renewal,Closed Won,won,renewal,mid_market,emea,2023-08-24,2023-07-20,2023-09-10,24,USD,243,1570706,medium,premium,0.02,137083.4
817,OPP-00817,313,Harbor Operations Net New,Closed Won,won,net_new,smb,apac,2024-06-19,2024-03-29,2024-08-21,12,USD,125,312798,low,standard,0.53,31692.45
818,OPP-00818,314,Atlas Distribution Renewal,Closed Won,won,renewal,enterprise,latam,2023-04-11,2023-01-26,2023-06-19,36,USD,4625,1437365,medium,premium,0.43,1465200.29
819,OPP-00819,314,Atlas Distribution Expansion,Closed Lost,lost,expansion,enterprise,latam,2025-05-30,2025-02-14,2025-07-16,36,USD,,9509779,medium,enterprise,0.42,817083.99
