price_snapshot_id,opportunity_id,snapshot_version,snapshot_date,pricing_stage,total_contract_value,annual_subscription_fee,implementation_fee,support_fee,transaction_fee_per_unit,discount_pct,contract_length_months,pricing_notes
1433,623,3,2023-10-07,approval,1447614.15,593223.78,39395.11,110885.74,,14.28,24,
1434,623,4,2023-10-22,final,1415324.16,579114.98,39229.76,108932.22,,16.32,24,
1435,624,1,2024-12-13,initial,909132.96,,201914.9,109330.38,,16.35,,
1436,624,2,2025-03-18,negotiation,900900.96,574415.22,,108393.05,,17.32,12,
1437,625,1,2025-09-22,initial,1800434.94,476439.1,53086.41,88010.71,0.00977,10.22,36,
1438,625,2,2025-10-10,negotiation,1758033.16,464355.35,52839.59,86337.58,0.00961,12.49,36,
1439,625,3,2025-10-28,approval,1697147.19,447004.35,52485.19,83935.13,0.00938,15.76,36,commercial review in progress
1440,625,4,2025-11-15,final,1668867.2,438950.35,52320.68,82819.96,0.00927,17.28,36,
1441,627,1,2025-07-22,initial,360751.97,61543.37,27085.97,5189.83,,18.99,,
1442,627,2,2025-09-12,negotiation,,60595.1,27015.68,,,20.24,60,commercial review in progress
1443,627,3,2025-11-04,approval,347181.62,,26899.07,5034.66,,22.31,60,commercial review in progress
1444,628,1,2025-03-05,initial,47129.38,20011.65,1863.38,2621.35,,3.2,24,
1445,628,2,2025-03-25,negotiation,46883.83,19900.95,1861.37,2610.28,,3.73,24,
1446,628,3,2025-04-14,approval,45715.55,19374.26,1851.81,2557.61,,6.28,24,
1447,628,4,2025-05-04,final,44941.0,19025.07,1845.48,2522.69,,7.97,24,
1448,629,1,2025-06-14,initial,81874.04,34068.99,2267.83,2733.37,0.01097,1.23,24,
1449,629,2,2025-07-01,negotiation,78482.2,32563.2,2247.98,2640.7,0.01065,5.6,24,
1450,629,3,2025-07-18,approval,77730.57,32229.28,2243.58,2620.15,0.01058,6.57,24,
1451,629,4,2025-08-05,final,75803.55,31375.88,2232.33,2567.64,0.01039,9.04,24,
1452,630,1,2024-01-09,initial,71643.23,40981.8,,5462.72,0.00992,9.9,12,commercial review in progress
1453,631,1,2024-11-11,initial,60789.76,22388.15,4124.22,1815.24,0.01237,5.53,24,
1454,631,2,2024-12-10,negotiation,59235.63,21742.32,4101.49,1775.49,0.01213,8.25,24,
1455,631,3,2025-01-08,approval,57992.35,21221.94,4083.18,1743.47,0.01195,10.45,24,
1456,632,1,2023-05-17,initial,103018.6,,6525.88,3500.12,0.01089,13.82,,commercial review in progress
1457,632,2,2023-08-24,negotiation,101574.83,,,3459.4,,15.17,36,
1458,633,1,2023-08-22,initial,,37942.91,15098.58,3085.25,,6.64,12,
1459,633,2,2023-10-06,negotiation,55308.78,37223.4,15044.4,3040.98,,8.41,12,
1460,634,1,2025-02-07,initial,235201.69,103837.08,10656.93,8435.3,,6.27,24,
1461,634,2,2025-02-25,negotiation,233894.68,103227.06,10645.04,8397.76,,6.82,24,
1462,634,3,2025-03-15,approval,227022.8,100019.73,10582.56,8200.39,,9.72,24,
1463,635,1,2025-05-13,initial,80841.98,,,,0.00954,12.76,,
1464,636,1,2023-02-17,initial,70351.06,39437.58,,5231.86,0.01166,8.15,,commercial review in progress
1465,637,1,2025-04-03,initial,2802798.41,429973.63,161379.77,58657.01,0.00861,17.63,60,commercial review in progress
1466,637,2,2025-04-15,negotiation,2769133.68,424212.97,161010.55,58080.95,0.00854,18.73,60,
1467,637,3,2025-04-27,approval,2724390.5,416544.03,160519.03,57314.05,0.00845,20.2,60,commercial review in progress
1468,637,4,2025-05-09,final,2638126.23,401826.61,159575.76,55842.31,0.00826,23.02,60,
1469,638,1,2025-08-07,initial,569163.85,238041.68,34189.95,19919.26,0.0083,16.62,24,
1470,638,2,2025-08-21,negotiation,549076.75,228903.25,33963.54,19356.89,0.0081,19.82,24,
1471,638,3,2025-09-04,approval,535082.78,222537.54,33805.82,18965.15,0.00796,22.05,24,
1472,639,1,2023-03-31,initial,1726817.11,496804.84,34226.95,67391.88,,15.85,36,commercial review in progress
1473,639,2,2023-04-22,negotiation,1694041.75,486908.82,34108.45,66402.28,,17.53,36,
1474,639,3,2023-05-15,approval,1653883.36,474783.61,33963.25,65189.76,,19.58,36,
1475,640,1,2025-03-04,initial,1498424.15,425890.6,49407.2,57115.05,,12.04,36,
1476,640,2,2025-04-01,negotiation,1484133.0,421587.22,49317.21,56684.71,,12.93,36,
1477,640,3,2025-04-30,approval,1438966.28,407986.52,49032.8,55324.64,,15.74,36,
1478,641,1,2025-06-07,initial,28446.14,24488.27,1990.8,1967.07,,1.74,12,
1479,641,2,2025-07-04,negotiation,28152.7,24215.95,1986.44,1950.31,,2.83,12,commercial review in progress
1480,641,3,2025-07-31,approval,27608.48,23710.91,1978.34,1919.23,,4.86,12,
1481,642,1,2024-09-08,initial,43786.84,18180.71,1805.36,1458.01,0.01155,1.05,24,
1482,642,2,2024-09-27,negotiation,42191.11,17468.79,1791.34,1414.19,0.01125,4.92,24,
1483,642,3,2024-10-16,approval,41845.91,17315.34,1788.31,1404.75,0.01118,5.76,24,
1484,642,4,2024-11-04,final,40888.78,16888.33,1779.9,1378.47,0.011,8.08,24,
1485,643,1,2024-07-20,initial,251132.83,88161.58,,11988.58,,16.63,,
1486,644,1,2025-03-23,initial,,34802.65,,2886.69,,13.76,12,
1487,644,2,2025-07-05,negotiation,58792.13,34175.16,21768.9,2848.07,,15.31,12,commercial review in progress
1488,645,1,2024-02-16,initial,30081.22,24810.1,2010.19,3260.93,,4.57,12,
1489,645,2,2024-03-06,negotiation,29674.2,24445.27,2004.49,3224.44,,5.97,12,
1490,645,3,2024-03-25,approval,29047.46,23883.48,1995.72,3168.26,,8.13,12,
1491,646,1,2025-06-12,initial,20446.96,16528.35,1758.91,2159.7,,2.17,12,
1492,646,2,2025-07-01,negotiation,20459.63,16539.65,1759.15,2160.83,,2.11,12,commercial review in progress
1493,646,3,2025-07-21,approval,19909.64,16048.99,1748.89,2111.76,,5.01,12,
1494,647,1,2025-01-26,initial,1621728.57,,,92985.8,,18.06,24,
1495,648,1,2024-10-02,initial,1284059.59,781184.35,264575.52,,0.0083,19.68,,commercial review in progress
1496,648,2,2024-12-31,negotiation,1257636.93,760250.43,263389.88,105201.86,0.00816,21.83,,
1497,649,1,2023-10-01,initial,2029376.79,1378784.13,315569.8,268378.14,0.00799,26.07,,
1498,649,2,2023-11-22,negotiation,1983639.22,,314212.03,263112.48,0.00786,28.11,,
1499,650,1,2025-04-17,initial,8880656.4,2293241.05,694960.05,435324.4,,19.14,36,
1500,650,2,2025-05-15,negotiation,8585552.59,2208107.09,690621.46,423536.62,,22.14,36,
1501,650,3,2025-06-12,approval,8419969.61,2160338.36,688187.06,416922.49,,23.82,36,
1502,650,4,2025-07-11,final,8153732.32,2083532.05,684272.86,406287.77,,26.53,36,
1503,651,1,2024-06-21,initial,2216730.64,932970.51,96562.96,127113.33,,17.23,24,
1504,651,2,2024-07-06,negotiation,2154380.87,904856.47,96064.09,124301.92,,19.73,24,
1505,651,3,2024-07-21,approval,2078580.76,870677.55,95457.6,120884.03,,22.76,24,
1506,651,4,2024-08-05,final,2025286.64,846646.78,95031.18,118480.95,,24.89,24,
1507,652,1,2025-05-17,initial,28465.14,20746.02,,,,13.93,,commercial review in progress
1508,653,1,2023-11-29,initial,31741.78,27449.54,2081.63,2210.61,,2.81,12,
1509,653,2,2023-12-28,negotiation,31042.89,26800.23,2072.01,2170.65,,5.11,12,commercial review in progress
1510,653,3,2024-01-26,approval,30382.42,26186.62,2062.91,2132.89,,7.28,12,
1511,654,1,2022-12-19,initial,41360.4,34162.18,2263.87,2732.97,0.01124,0.0,12,
1512,654,2,2023-01-17,negotiation,41360.4,34162.18,2263.87,2732.97,0.01124,0.0,12,
1513,654,3,2023-02-15,approval,40902.16,33752.23,2258.44,2707.74,0.01115,1.2,12,
1514,655,1,2023-01-28,initial,113043.4,67153.94,27687.31,12537.95,0.01059,13.9,,
1515,655,2,2023-04-22,negotiation,111859.04,,27618.82,,0.0105,15.1,,
1516,658,1,2024-05-08,initial,97938.68,56141.33,25722.59,4663.93,,14.28,,
1517,658,2,2024-06-07,negotiation,97100.54,55478.65,25669.0,4623.15,0.00978,15.29,,
1518,658,3,2024-07-07,approval,95820.22,54469.46,,,0.00967,16.83,,
1519,659,1,2023-07-04,initial,145794.66,47209.06,16423.54,3933.43,0.00869,15.24,24,
1520,660,1,2023-10-30,initial,104945.71,36607.49,5210.74,4965.05,,15.8,,
1521,660,2,2023-12-03,negotiation,103980.91,36224.56,5201.26,4926.75,,16.68,24,commercial review in progress
1522,661,1,2024-07-01,initial,65291.3,32063.64,21198.54,4228.45,0.01061,5.89,12,commercial review in progress
1523,661,2,2024-08-04,negotiation,64528.65,31513.5,21129.26,4173.44,0.01049,7.5,12,
1524,661,3,2024-09-06,approval,63523.35,30789.43,21038.08,4101.03,0.01033,9.63,12,
1525,661,4,2024-10-10,final,62819.2,30281.01,20974.06,4050.19,0.01022,11.12,12,
1526,662,1,2025-05-07,initial,194063.98,40384.67,,3363.36,0.01032,15.1,36,
1527,662,2,2025-06-07,negotiation,191684.38,,,3326.02,0.01022,16.37,36,commercial review in progress
1528,662,3,2025-07-09,approval,189804.2,,,3296.59,0.01014,17.38,36,commercial review in progress
1529,663,1,2025-04-29,initial,135140.5,103598.85,10704.55,13731.87,0.00935,7.83,12,commercial review in progress
1530,663,2,2025-05-10,negotiation,133860.72,102496.25,10683.22,13621.61,0.00929,8.81,12,
1531,663,3,2025-05-21,approval,130512.97,99620.87,10627.58,13334.07,0.00912,11.37,12,commercial review in progress
1532,663,4,2025-06-01,final,127833.62,97315.46,10582.97,13103.53,0.00899,13.42,12,
1533,664,1,2023-05-09,initial,173574.59,39165.51,15255.98,3192.6,0.01112,7.59,36,
1534,664,2,2023-05-27,negotiation,171361.37,38581.01,15213.25,3156.63,0.01101,8.97,36,commercial review in progress
1535,664,3,2023-06-14,approval,168214.58,37744.43,15152.1,3105.15,0.01086,10.94,36,
1536,665,1,2023-07-24,initial,185584.31,49661.45,16615.58,,,12.12,36,
1537,666,1,2024-01-02,initial,110443.27,68608.91,,5610.49,,8.77,12,
1538,666,2,2024-04-13,negotiation,109373.51,,,5556.37,,9.94,12,
1539,667,1,2023-02-25,initial,172071.75,,23341.35,5719.06,0.00913,19.81,36,
1540,668,1,2024-09-19,initial,21617.52,18328.71,1812.83,1475.98,,2.78,12,
1541,668,2,2024-10-04,negotiation,21035.42,17790.17,1802.41,1442.84,,5.64,12,commercial review in progress
1542,668,3,2024-10-19,approval,20666.22,17448.59,1795.81,1421.82,,7.45,12,
1543,669,1,2025-07-29,initial,83960.32,31614.61,4739.75,4187.0,0.01074,7.52,24,commercial review in progress
1544,669,2,2025-09-05,negotiation,81737.69,30680.76,4713.46,4093.61,0.01054,10.25,24,
1545,669,3,2025-10-13,approval,80153.37,30017.46,4694.78,4027.28,0.01039,12.19,24,
1546,671,1,2025-09-23,initial,247747.12,87106.52,31438.31,11789.05,0.00871,15.11,,
1547,671,2,2025-10-17,negotiation,245531.53,86174.52,,11695.85,0.00866,16.02,24,
1548,672,1,2025-11-09,initial,217654.64,84524.66,20565.59,,0.01125,8.36,24,commercial review in progress
1549,672,2,2025-11-20,negotiation,212731.32,,20468.06,,0.01106,10.69,24,
1550,672,3,2025-12-01,approval,210247.95,81288.06,20418.81,,,11.87,24,commercial review in progress
1551,673,1,2024-10-28,initial,155500.26,64514.69,8677.14,5334.2,0.01078,12.68,24,
1552,673,2,2024-11-13,negotiation,154859.25,64225.4,8670.16,5316.39,0.01075,13.08,24,
1553,673,3,2024-11-28,approval,151333.99,62635.91,8631.86,5218.58,0.01058,15.23,24,commercial review in progress
1554,673,4,2024-12-14,final,148609.71,61407.16,8602.25,5142.96,0.01045,16.89,24,
1555,674,1,2024-06-06,initial,127305.64,,,,,14.89,24,commercial review in progress
1556,675,1,2024-11-04,initial,616493.35,110458.93,24627.64,15091.51,0.01077,18.09,,commercial review in progress
1557,676,1,2023-08-16,initial,1123741.07,375274.2,,70630.08,0.00863,16.5,,
1558,676,2,2023-09-08,negotiation,,,144302.54,,0.0085,18.56,24,
1559,676,3,2023-10-01,approval,1077530.86,356675.26,143679.05,68054.84,0.00837,20.64,24,
1560,677,1,2023-11-03,initial,955059.89,711103.05,147285.67,96671.17,,16.54,,
1561,678,1,2023-12-18,initial,1263086.38,261836.02,75284.94,35114.34,,12.04,48,commercial review in progress
1562,678,2,2024-01-13,negotiation,1230851.23,254595.14,74909.67,34390.25,,14.48,48,commercial review in progress
1563,678,3,2024-02-08,approval,1197147.65,247024.41,74517.29,33633.18,,17.02,48,
1564,679,1,2024-03-10,initial,3757573.21,774413.54,80574.81,144836.06,,14.47,48,
1565,679,2,2024-03-24,negotiation,3700140.93,761852.28,80344.57,143096.81,,15.86,48,
1566,679,3,2024-04-07,approval,3556727.18,730485.64,79769.66,138753.74,,19.32,48,
1567,679,4,2024-04-21,final,3481401.38,714010.81,79467.7,136472.61,,21.14,48,
1568,680,1,2022-12-30,initial,2059301.92,747397.31,75815.95,99725.96,0.01052,10.26,24,
1569,680,2,2023-01-21,negotiation,2012875.35,728577.88,75466.15,97844.02,0.01035,12.52,24,
1570,680,3,2023-02-12,approval,1974333.24,712940.49,75175.49,96280.28,0.01021,14.4,24,
1571,681,1,2023-09-20,initial,1141542.51,765271.39,,106663.87,,23.82,,commercial review in progress
1572,681,2,2023-10-27,negotiation,1120866.37,747391.05,268599.48,,,25.6,,
1573,682,1,2025-04-19,initial,2457605.49,625862.59,,,,20.65,36,commercial review in progress
1574,682,2,2025-05-31,negotiation,2410251.27,612231.69,,117534.94,,22.38,36,
1575,682,3,2025-07-12,approval,2382621.95,604278.6,,116433.74,,23.39,36,
1576,683,1,2023-09-11,initial,1055582.88,819931.2,83228.65,152423.03,,12.43,12,
1577,683,2,2023-09-18,negotiation,1020261.93,789395.04,82671.95,148194.94,,15.69,12,
1578,683,3,2023-09-25,approval,998858.16,770890.75,82334.6,145632.81,,17.67,12,
1579,683,4,2023-10-03,final,974377.94,749726.76,81948.77,142702.41,,19.93,12,
1580,684,1,2025-08-23,initial,27145.84,21351.49,1896.7,1711.05,0.0108,0.74,12,
1581,684,2,2025-09-09,negotiation,27074.89,21289.51,1895.6,1707.23,0.01078,1.03,12,
1582,684,3,2025-09-26,approval,26374.6,20680.01,1884.84,1669.72,0.01057,3.86,12,
1583,685,1,2023-12-25,initial,31381.29,25928.81,2043.92,3408.56,,4.64,12,
1584,685,2,2024-01-07,negotiation,30629.12,25254.32,2033.69,3341.11,,7.12,12,
1585,685,3,2024-01-19,approval,30458.3,25101.14,2031.36,3325.8,,7.68,12,
1586,685,4,2024-02-01,final,29627.51,24356.15,2020.06,3251.3,,10.42,12,
1587,686,1,2023-12-24,initial,31339.62,22307.66,6077.79,2954.17,,7.49,,
1588,686,2,2024-02-22,negotiation,30820.21,21856.46,6054.7,2909.05,,9.36,12,commercial review in progress
1589,687,1,2025-04-02,initial,2016368.09,552329.32,133245.92,75378.07,,17.75,36,commercial review in progress
1590,687,2,2025-04-28,negotiation,1948180.85,531920.99,132406.19,73337.23,,20.79,36,
1591,687,3,2025-05-24,approval,1906151.11,519341.55,131888.59,72079.29,,22.66,36,
1592,688,1,2024-07-15,initial,1175418.43,,197759.54,75415.14,,16.27,,
1593,688,2,2024-08-07,negotiation,1160913.91,,,74603.31,,17.49,,
1594,689,1,2025-05-30,initial,260970.18,194534.04,30035.22,36400.92,,14.63,,
1595,690,1,2024-08-04,initial,1556391.49,367181.27,150098.44,,,23.76,36,
1596,691,1,2023-06-22,initial,473530.68,286034.07,,,0.00886,18.34,,
1597,691,2,2023-09-08,negotiation,468555.84,282012.89,121153.81,53598.16,0.00878,19.49,,
1598,692,1,2024-07-01,initial,548794.69,378996.37,98668.61,71129.71,,15.6,,
1599,692,2,2024-08-23,negotiation,542322.03,,98420.6,70372.66,,16.82,,
1600,693,1,2023-01-12,initial,948360.21,,133356.71,27329.5,0.01007,20.03,,
1601,695,1,2025-08-08,initial,29135.93,20480.94,5925.45,2729.54,,9.83,,commercial review in progress
1602,695,2,2025-10-29,negotiation,28814.92,20202.58,5910.64,2701.7,,11.06,12,
1603,696,1,2024-08-11,initial,938437.59,337267.78,,,,18.53,24,
1604,696,2,2024-10-17,negotiation,924724.47,331420.5,,63084.47,,19.94,24,commercial review in progress
1605,697,1,2025-01-12,initial,1630138.8,656455.92,70862.96,123182.0,,15.55,24,
1606,697,2,2025-01-27,negotiation,1564938.63,628055.43,70328.51,119249.63,,19.2,24,commercial review in progress
1607,697,3,2025-02-11,approval,1539260.49,616870.31,70118.03,117700.92,,20.64,24,
1608,698,1,2023-11-01,initial,699576.52,238588.88,,32695.7,0.00833,19.0,,commercial review in progress
1609,698,2,2024-01-07,negotiation,680211.23,230517.98,,,0.00816,21.74,24,commercial review in progress
1610,698,3,2024-03-14,approval,672974.68,,107564.67,,0.00809,22.76,24,
1611,699,1,2022-12-04,initial,7008167.74,1161651.78,114176.24,217146.52,,14.3,60,
1612,699,2,2022-12-31,negotiation,6824826.99,1129541.1,113619.34,212700.43,,16.67,60,
1613,699,3,2023-01-27,approval,6676656.52,1103590.22,113169.27,209107.23,,18.58,60,
1614,700,1,2023-11-15,initial,2054736.93,1721698.3,102425.61,230613.02,,11.62,12,commercial review in progress
1615,700,2,2023-12-03,negotiation,1988429.89,1662003.4,101782.96,224643.53,,14.69,12,commercial review in progress
1616,700,3,2023-12-21,approval,1929273.52,1608746.11,101209.61,219317.8,,17.42,12,
1617,701,1,2023-11-23,initial,9094830.97,1431967.62,509457.47,,,31.5,60,commercial review in progress
1618,702,1,2024-01-25,initial,2255953.99,1757075.48,168626.7,330251.81,,16.07,12,
1619,702,2,2024-02-10,negotiation,2194897.08,1704217.18,167746.93,322932.97,,18.6,12,
1620,702,3,2024-02-26,approval,2143586.95,1659796.88,167007.6,316782.47,,20.72,12,
1621,703,1,2025-10-13,initial,2006459.15,552583.83,37471.91,103745.25,,15.72,36,
1622,703,2,2025-11-03,negotiation,1995152.06,549284.6,37432.97,103288.43,,16.22,36,commercial review in progress
1623,703,3,2025-11-24,approval,1936723.28,532235.99,37231.76,100927.85,,18.82,36,
1624,704,1,2024-01-18,initial,2004159.18,807856.59,84643.22,151901.39,,16.2,24,
1625,704,2,2024-02-10,negotiation,2013568.83,811956.53,84717.63,152469.07,,15.77,24,
1626,704,3,2024-03-03,approval,1938450.47,779226.23,84123.63,147937.19,,19.17,24,
1627,704,4,2024-03-26,final,1886011.99,756377.93,83708.97,144773.58,,21.54,24,
1628,705,1,2025-08-13,initial,806098.88,512697.75,194982.21,,,24.53,,
1629,706,1,2025-04-23,initial,603462.04,503425.07,32987.42,67049.55,,9.6,12,
1630,706,2,2025-05-01,negotiation,602829.42,502856.22,32980.54,66992.66,,9.7,12,
1631,706,3,2025-05-08,approval,587482.7,489056.18,32813.86,65612.66,,12.18,12,
1632,706,4,2025-05-16,final,570777.18,474034.3,32632.41,64110.47,,14.88,12,
1633,707,1,2023-03-20,initial,619281.35,264458.34,19792.77,35285.95,,10.25,24,
1634,707,2,2023-03-30,negotiation,587152.17,249944.65,19593.71,33834.58,,15.18,24,commercial review in progress
1635,707,3,2023-04-09,approval,581370.07,247332.7,19557.89,33573.39,,16.06,24,
1636,707,4,2023-04-20,final,563265.91,239154.52,19445.73,32755.57,,18.84,24,
1637,708,1,2024-12-09,initial,25195.52,18056.65,5668.44,1470.43,,7.21,,
1638,708,2,2025-01-30,negotiation,24750.6,17659.63,5644.97,,,9.25,12,commercial review in progress
1639,709,1,2025-07-28,initial,64876.15,38197.04,22268.71,,0.00989,7.53,,
1640,710,1,2025-11-03,initial,54703.38,30870.8,21236.11,2596.47,,18.2,,
1641,711,1,2024-12-15,initial,261871.09,83238.75,63841.97,6976.76,0.00935,17.13,,commercial review in progress
1642,712,1,2024-04-02,initial,117717.89,99386.29,10316.46,8015.14,,3.38,12,
1643,712,2,2024-04-10,negotiation,115194.02,97053.12,10269.34,7871.56,,5.65,12,
1644,712,3,2024-04-19,approval,112268.2,94348.37,10214.72,7705.11,,8.28,12,
1645,713,1,2023-04-04,initial,203039.39,84316.18,20599.57,6903.73,,9.24,24,
1646,713,2,2023-04-14,negotiation,194354.81,80310.86,20418.59,6657.25,,13.55,24,commercial review in progress
1647,713,3,2023-04-24,approval,191997.33,79223.59,20369.47,6590.34,,14.72,24,
1648,713,4,2023-05-04,final,187344.69,77077.79,20272.51,6458.3,,17.03,24,
1649,714,1,2023-07-15,initial,134010.94,90802.82,31194.14,12013.98,,7.14,,
1650,714,2,2023-10-26,negotiation,131590.34,88724.56,,,,9.27,12,
1651,715,1,2023-10-15,initial,90574.79,57399.58,25564.42,,,7.96,,commercial review in progress
1652,715,2,2023-12-15,negotiation,89339.65,56355.78,25477.46,,,9.63,12,
1653,716,1,2024-05-08,initial,395087.31,,,8167.77,,13.67,,commercial review in progress
1654,717,1,2024-02-16,initial,223923.71,81899.53,29914.43,15105.11,,9.65,24,
1655,717,2,2024-02-28,negotiation,215551.79,78328.24,29674.07,14610.62,,13.59,24,commercial review in progress
1656,717,3,2024-03-11,approval,211190.69,76467.88,29548.87,14353.03,,15.64,24,
1657,717,4,2024-03-23,final,205577.98,74073.61,29387.72,14021.52,,18.28,24,
1658,718,1,2024-10-31,initial,148490.16,,,17369.1,0.01008,16.14,,
1659,718,2,2025-02-05,negotiation,146757.88,90993.07,32456.99,,0.00999,17.41,,
1660,719,1,2024-04-14,initial,418163.64,76377.89,20173.77,10394.94,,16.89,48,commercial review in progress
1661,719,2,2024-06-04,negotiation,409166.42,,20089.62,10209.73,0.00919,18.91,48,commercial review in progress
1662,720,1,2024-08-14,initial,153827.48,64002.21,8640.34,8591.36,,12.37,24,
1663,720,2,2024-08-29,negotiation,151546.01,62976.49,8615.45,8488.79,,13.78,24,commercial review in progress
1664,720,3,2024-09-12,approval,146485.4,60701.3,8560.26,8261.27,,16.89,24,
1665,720,4,2024-09-27,final,144115.02,59635.61,8534.4,8154.7,,18.35,24,
1666,721,1,2023-08-25,initial,302072.25,73830.16,19545.77,9908.29,0.00951,12.29,36,commercial review in progress
1667,721,2,2023-09-20,negotiation,299282.19,73055.72,19508.89,9830.85,0.00945,13.21,36,
1668,721,3,2023-10-17,approval,291505.58,70909.72,19406.72,9616.25,0.00927,15.76,36,
1669,722,1,2024-02-08,initial,150617.58,55197.66,25415.82,7403.22,,12.08,24,
1670,723,1,2023-06-16,initial,92121.14,32910.0,,2726.38,0.00928,13.35,,
1671,723,2,2023-07-24,negotiation,91604.74,32687.71,,,0.00924,13.93,24,commercial review in progress
1672,723,3,2023-08-31,approval,89846.46,31928.94,14533.82,2666.01,,15.93,24,
1673,724,1,2023-10-12,initial,36706.84,27316.21,4480.46,,0.01056,9.5,12,commercial review in progress
1674,724,2,2023-12-06,negotiation,36266.34,26935.92,,2214.84,,10.76,12,commercial review in progress
1675,725,1,2025-03-09,initial,37021.09,26350.43,6534.77,2174.57,0.01101,12.03,12,
1676,725,2,2025-05-28,negotiation,36634.52,,6519.8,,0.01092,13.15,12,
1677,726,1,2024-08-04,initial,131555.65,34166.2,,2840.63,,14.54,36,commercial review in progress
1678,726,2,2024-08-28,negotiation,130219.13,33783.29,,2817.07,,15.5,36,
1679,727,1,2023-10-31,initial,70744.49,29304.63,4564.73,2374.55,0.01124,5.28,24,
1680,727,2,2023-11-10,negotiation,69182.32,28600.01,4543.71,2331.19,0.01106,7.56,24,
1681,727,3,2023-11-21,approval,67215.56,27712.12,4517.23,2276.55,0.01084,10.43,24,
1682,728,1,2023-03-08,initial,23652.77,20162.81,1866.64,1623.32,,2.69,12,commercial review in progress
1683,728,2,2023-03-29,negotiation,22894.27,19460.27,1853.92,1580.08,,6.08,12,
1684,728,3,2023-04-19,approval,22144.18,18765.52,1841.33,1537.33,,9.43,12,
1685,728,4,2023-05-10,final,21791.59,18438.95,1835.41,1517.23,,11.01,12,
1686,729,1,2023-05-18,initial,30206.04,23046.09,4145.98,3013.97,,2.53,12,
1687,729,2,2023-06-17,negotiation,29101.45,22073.1,4111.68,2916.67,,6.65,12,commercial review in progress
1688,729,3,2023-07-17,approval,28591.46,21623.86,4095.85,2871.75,,8.55,12,
1689,729,4,2023-08-17,final,27965.83,21072.77,4076.42,2816.64,,10.88,12,
1690,730,1,2025-01-11,initial,36985.42,24948.39,4271.88,3270.21,,3.47,,
1691,730,2,2025-03-09,negotiation,36498.93,,,,0.01196,4.98,,
1692,731,1,2024-11-30,initial,247654.22,81484.44,20483.01,15148.42,0.01015,12.45,24,commercial review in progress
1693,731,2,2025-01-02,negotiation,247534.7,81432.96,20480.69,15141.3,0.01015,12.5,24,
1694,731,3,2025-02-05,approval,243140.56,79742.02,20404.36,14907.17,0.01001,14.32,24,
1695,732,1,2025-08-08,initial,515991.19,135302.42,40478.12,11307.1,0.00902,16.2,36,
1696,732,2,2025-08-30,negotiation,489804.76,127602.44,40079.12,10833.26,0.0087,20.97,36,
1697,732,3,2025-09-20,approval,482782.35,125542.66,39972.38,10706.5,0.00861,22.25,36,
1698,732,4,2025-10-12,final,471844.55,122321.98,39805.49,10508.31,0.00848,24.24,36,
1699,733,1,2023-10-31,initial,2038641.16,1377207.03,285982.87,258574.95,0.00888,15.73,,commercial review in progress
1700,733,2,2023-11-13,negotiation,2006343.95,1350943.19,285033.82,,,17.34,,commercial review in progress
1701,733,3,2023-11-26,approval,1982698.53,1331596.89,284334.74,252259.7,,18.52,,
1702,734,1,2024-10-21,initial,1624043.88,680675.48,75570.88,93561.02,,19.9,24,
1703,736,1,2024-10-09,initial,10171575.62,1914165.97,601904.53,366689.49,,21.78,48,
1704,737,1,2025-08-19,initial,28878.31,23175.89,1950.81,1859.16,0.01048,1.18,12,
1705,737,2,2025-09-04,negotiation,29013.29,23296.06,1952.81,1866.56,0.01051,0.66,12,commercial review in progress
1706,737,3,2025-09-19,approval,28299.06,22665.46,1942.3,1827.75,0.01032,3.35,12,
1707,737,4,2025-10-05,final,27530.36,21986.01,1930.97,1785.94,0.01012,6.25,12,
1708,738,1,2024-01-26,initial,38561.28,31348.43,2192.86,4095.28,0.01001,2.08,12,
1709,738,2,2024-02-05,negotiation,37332.84,30264.53,2177.95,3986.89,0.00978,5.47,12,
1710,738,3,2024-02-15,approval,36391.31,29434.11,2166.52,3903.84,0.0096,8.06,12,
1711,739,1,2024-08-01,initial,41370.34,33712.72,4898.52,2759.1,,9.07,,commercial review in progress
1712,740,1,2025-05-03,initial,867714.1,335838.98,42599.82,63009.26,0.00874,15.5,24,
1713,740,2,2025-05-14,negotiation,867429.62,335715.24,42597.08,62992.13,0.00874,15.53,24,commercial review in progress
1714,740,3,2025-05-25,approval,840894.88,324419.22,42347.17,61428.07,0.00856,18.37,24,
1715,741,1,2023-07-27,initial,641696.3,403249.77,108435.77,77470.3,0.00993,22.58,,commercial review in progress
1716,742,1,2023-01-28,initial,1775948.77,,229254.65,89931.1,,20.46,,
1717,742,2,2023-04-29,negotiation,1744170.29,639298.14,228455.8,88559.25,0.00826,22.13,24,
1718,743,1,2025-01-09,initial,2190647.14,796581.61,180514.99,,0.01032,18.1,,commercial review in progress
1719,743,2,2025-03-05,negotiation,2141144.77,775976.18,,147845.03,,20.22,24,
1720,744,1,2023-10-03,initial,61016.9,15728.87,3742.2,,,15.99,,
1721,744,2,2023-11-10,negotiation,60110.99,15469.0,3731.47,2108.59,0.0097,17.38,36,
1722,745,1,2025-02-12,initial,40620.86,32757.44,2249.5,4308.61,0.00994,4.86,12,commercial review in progress
1723,745,2,2025-02-24,negotiation,40358.28,32527.46,2246.47,4285.61,0.00989,5.52,12,
